0,1,2,4,5,6,9,10,11,13,15,18,19,20,22,24,25,26,27,30,31,33,37,39,41,42,43,45,46,48,49,50,52,54,55,57,58,59,60,61,62,65,67,70,71,72,73,76,77,78,80,83,85,88,91,92,93,94,95,98,99,101,103,106,108,112,113,114,115,117
3,7,16,23,29,32,36,40,47,53,64,66,69,74,79,81,82,84,87,102,105,107,109,116
8,12,17,21,28,34,51,63,75,86,89,90,96,97,100,104
14,35,38,44,56,68,110,111
