,UniProt1,UniProt2,symbol1,symbol2,evidence type
3090,Q06323,Q13546,PSME1,RIPK1,pred
3091,Q06830,Q13546,PRDX1,RIPK1,pred
3092,Q07011,Q13546,TNFRSF9,RIPK1,pred
3093,Q07021,Q13546,C1QBP,RIPK1,pred
3094,Q07666,Q13546,KHDRBS1,RIPK1,exp;ortho
3095,Q07666,Q14765,KHDRBS1,STAT4,pred
3096,Q07666,Q9Y2R2,KHDRBS1,PTPN22,pred
3097,Q07817,Q13546,BCL2L1,RIPK1,pred
3098,Q07912,Q13546,TNK2,RIPK1,pred
3099,Q07912,Q9Y2R2,TNK2,PTPN22,pred
3100,Q07954,Q13546,LRP1,RIPK1,pred
3101,Q08050,Q13546,FOXM1,RIPK1,pred
3102,Q08050,Q13568,FOXM1,IRF5,pred
3103,Q08345,Q13546,DDR1,RIPK1,pred
3104,Q08380,Q13546,LGALS3BP,RIPK1,pred
3105,Q08380,Q13568,LGALS3BP,IRF5,pred
3106,Q08830,Q13546,FGL1,RIPK1,exp
3107,Q08881,Q13546,ITK,RIPK1,pred
3108,Q08881,Q14765,ITK,STAT4,pred
3109,Q08881,Q9Y2R2,ITK,PTPN22,pred
3110,Q09013,Q13546,DMPK,RIPK1,pred
3111,Q09472,Q13546,EP300,RIPK1,pred
3112,Q09472,Q13568,EP300,IRF5,exp;pred
3113,Q09472,Q14765,EP300,STAT4,pred
3114,Q0P651,Q15116,ABHD18,PDCD1,exp
3115,Q12851,Q13546,MAP4K2,RIPK1,pred
3116,Q12852,Q13546,MAP3K12,RIPK1,pred
3117,Q12866,Q9Y2R2,MERTK,PTPN22,pred
3118,Q12913,Q9Y2R2,PTPRJ,PTPN22,pred
3119,Q12923,Q9Y2R2,PTPN13,PTPN22,pred
3120,Q12929,Q9Y2R2,EPS8,PTPN22,pred
3121,Q12931,Q13546,TRAP1,RIPK1,pred
3122,Q12933,Q13546,TRAF2,RIPK1,exp;ortho;pred
3123,Q12933,Q13568,TRAF2,IRF5,pred
3124,Q13043,Q13546,STK4,RIPK1,pred
3125,Q13043,Q9Y2R2,STK4,PTPN22,pred
3126,Q13045,Q13568,FLII,IRF5,pred
3127,Q13077,Q13546,TRAF1,RIPK1,exp;pred
3128,Q13077,Q8NDB2,TRAF1,BANK1,ortho
3129,Q13077,Q9Y2R2,TRAF1,PTPN22,pred
3130,Q13094,Q9Y2R2,LCP2,PTPN22,pred
3131,Q13098,Q13568,GPS1,IRF5,exp
3132,Q13107,Q13546,USP4,RIPK1,exp
3133,Q13114,Q13546,TRAF3,RIPK1,exp;pred
3134,Q13114,Q13568,TRAF3,IRF5,pred
3135,Q13114,Q9Y2R2,TRAF3,PTPN22,exp
3136,Q13131,Q13546,PRKAA1,RIPK1,pred
3137,Q13131,Q9Y2R2,PRKAA1,PTPN22,pred
3138,Q13153,Q13546,PAK1,RIPK1,pred
3139,Q13158,Q13546,FADD,RIPK1,exp;ortho;pred
3140,Q13163,Q13546,MAP2K5,RIPK1,pred
3141,Q13164,Q13546,MAPK7,RIPK1,pred
3142,Q13177,Q13546,PAK2,RIPK1,pred
3143,Q13188,Q13546,STK3,RIPK1,pred
3144,Q13191,Q9Y2R2,CBLB,PTPN22,pred
3145,Q13233,Q13546,MAP3K1,RIPK1,pred
3146,Q13239,Q14765,SLA,STAT4,pred
3147,Q13263,Q13546,TRIM28,RIPK1,pred
3148,Q13263,Q13568,TRIM28,IRF5,exp
3149,Q13263,Q14765,TRIM28,STAT4,exp
3150,Q13287,Q14765,NMI,STAT4,exp;pred
3151,Q13291,Q14765,SLAMF1,STAT4,pred
3152,Q13315,Q13546,ATM,RIPK1,pred
3153,Q13315,Q9NSU2,ATM,TREX1,exp;pred
3154,Q13322,Q13546,GRB10,RIPK1,pred
3155,Q13322,Q9Y2R2,GRB10,PTPN22,pred
3156,Q13332,Q9Y2R2,PTPRS,PTPN22,pred
3157,Q13418,Q13546,ILK,RIPK1,pred
3158,Q13443,Q13546,ADAM9,RIPK1,pred
3159,Q13444,Q9Y2R2,ADAM15,PTPN22,pred
3160,Q13451,Q13546,FKBP5,RIPK1,pred
3161,Q13451,Q13568,FKBP5,IRF5,pred
3162,Q13464,Q13546,ROCK1,RIPK1,pred
3163,Q13469,Q13568,NFATC2,IRF5,ortho;pred
3164,Q13469,Q14765,NFATC2,STAT4,pred
3165,Q13470,Q13546,TNK1,RIPK1,pred
3166,Q13489,Q13546,BIRC3,RIPK1,exp;pred
3167,Q13489,Q13568,BIRC3,IRF5,exp;ortho
3168,Q13490,Q13546,BIRC2,RIPK1,exp;pred
3169,Q13501,Q13546,SQSTM1,RIPK1,exp;ortho;pred
3170,Q13501,Q9Y2R2,SQSTM1,PTPN22,pred
3171,Q13509,Q13546,TUBB3,RIPK1,pred
3172,Q13526,Q13568,PIN1,IRF5,pred
3173,Q13535,Q9NSU2,ATR,TREX1,exp
3174,Q13546,Q86VP1,RIPK1,TAX1BP1,exp;ortho;pred
3175,Q13546,Q9BV68,RIPK1,RNF126,pred
3176,Q13546,Q5VST9,RIPK1,OBSCN,pred
3177,Q13546,Q9H853,RIPK1,TUBA4B,pred
3178,Q13546,Q92616,RIPK1,GCN1,pred
3179,Q13546,Q8WZ42,RIPK1,TTN,pred
3180,Q13546,Q9NRI5,RIPK1,DISC1,pred
3181,Q13546,Q7Z434,RIPK1,MAVS,exp;pred
3182,Q13546,Q15831,RIPK1,STK11,pred
3183,Q13546,Q9UKE5,RIPK1,TNIK,pred
3184,Q13546,Q8IUC6,RIPK1,TICAM1,exp;ortho;pred
3185,Q13546,Q86WI3,RIPK1,NLRC5,pred
3186,Q13546,Q92997,RIPK1,DVL3,pred
3187,Q13546,Q15208,RIPK1,STK38,pred
3188,Q13546,Q96RU7,RIPK1,TRIB3,pred
3189,Q13546,Q99558,RIPK1,MAP3K14,exp;pred
3190,Q13546,Q13627,RIPK1,DYRK1A,pred
3191,Q13546,Q5TCY1,RIPK1,TTBK1,pred
3192,Q13546,Q9BX69,RIPK1,CARD6,exp
3193,Q13546,Q96L34,RIPK1,MARK4,pred
3194,Q13546,Q9BYM8,RIPK1,RBCK1,exp;pred
3195,Q13546,Q8IW41,RIPK1,MAPKAPK5,pred
3196,Q13546,Q96EX3,RIPK1,WDR34,pred
3197,Q13546,Q14680,RIPK1,MELK,pred
3198,Q13546,Q8NB16,RIPK1,MLKL,exp;pred
3199,Q13546,Q9UKJ0,RIPK1,PILRB,pred
3200,Q13546,Q16666,RIPK1,IFI16,pred
3201,Q13546,Q9H093,RIPK1,NUAK2,pred
3202,Q13546,Q9Y239,RIPK1,NOD1,pred
3203,Q13546,Q13813,RIPK1,SPTAN1,pred
3204,Q13546,Q8TAS1,RIPK1,UHMK1,pred
3205,Q13546,Q6P3R8,RIPK1,NEK5,pred
3206,Q13546,Q9NVI7,RIPK1,ATAD3A,pred
3207,Q13546,Q92985,RIPK1,IRF7,exp;pred
3208,Q13546,Q6SA08,RIPK1,TSSK4,pred
3209,Q13546,Q9UL46,RIPK1,PSME2,pred
3210,Q13546,Q9H3D4,RIPK1,TP63,pred
3211,Q13546,Q9NY61,RIPK1,AATF,pred
3212,Q13546,Q14790,RIPK1,CASP8,exp;ortho;pred
3213,Q13546,Q9NY65,RIPK1,TUBA8,pred
3214,Q13546,Q6WCQ1,RIPK1,MPRIP,pred
3215,Q13546,Q9HBH9,RIPK1,MKNK2,pred
3216,Q13546,Q9UNE7,RIPK1,STUB1,pred
3217,Q13546,Q8WXF8,RIPK1,DEDD2,pred
3218,Q13546,Q69YQ0,RIPK1,SPECC1L,pred
3219,Q13546,Q99832,RIPK1,CCT7,pred
3220,Q13546,Q8IWL3,RIPK1,HSCB,exp
3221,Q13546,Q8WWZ3,RIPK1,EDARADD,pred
3222,Q13546,Q96CV9,RIPK1,OPTN,exp;ortho;pred
3223,Q13546,Q92626,RIPK1,PXDN,pred
3224,Q13546,Q8NFZ5,RIPK1,TNIP2,pred
3225,Q13546,Q96RR4,RIPK1,CAMKK2,pred
3226,Q13546,Q8IVH8,RIPK1,MAP4K3,pred
3227,Q13546,Q9BUF5,RIPK1,TUBB6,pred
3228,Q13546,Q15233,RIPK1,NONO,pred
3229,Q13546,Q5ZPR3,RIPK1,CD276,pred
3230,Q13546,Q99986,RIPK1,VRK1,pred
3231,Q13546,Q15303,RIPK1,ERBB4,pred
3232,Q13546,Q16760,RIPK1,DGKD,pred
3233,Q13546,Q8WXG6,RIPK1,MADD,pred
3234,Q13546,Q9BZL6,RIPK1,PRKD2,pred
3235,Q13546,Q9H6Z9,RIPK1,EGLN3,exp
3236,Q13546,Q86Z02,RIPK1,HIPK1,pred
3237,Q13546,Q9UIK4,RIPK1,DAPK2,pred
3238,Q13546,Q96RJ3,RIPK1,TNFRSF13C,pred
3239,Q13546,Q9NWB7,RIPK1,IFT57,pred
3240,Q13546,Q9H1R3,RIPK1,MYLK2,pred
3241,Q13546,Q96FA3,RIPK1,PELI1,exp;pred
3242,Q13546,Q9UBC5,RIPK1,MYO1A,pred
3243,Q13546,Q16620,RIPK1,NTRK2,pred
3244,Q13546,Q14449,RIPK1,GRB14,pred
3245,Q13546,Q9BUZ4,RIPK1,TRAF4,pred
3246,Q13546,Q96SL4,RIPK1,GPX7,exp
3247,Q13546,Q6ZMP0,RIPK1,THSD4,exp
3248,Q13546,Q9Y572,RIPK1,RIPK3,exp;ortho;pred
3249,Q13546,Q16543,RIPK1,CDC37,exp;pred
3250,Q13546,Q96RU8,RIPK1,TRIB1,pred
3251,Q13546,Q9P0L2,RIPK1,MARK1,pred
3252,Q13546,Q9HC29,RIPK1,NOD2,exp;pred
3253,Q13546,Q13873,RIPK1,BMPR2,pred
3254,Q13546,Q9Y3M8,RIPK1,STARD13,pred
3255,Q13546,Q9Y6A5,RIPK1,TACC3,pred
3256,Q13546,Q96RG2,RIPK1,PASK,pred
3257,Q13546,Q92918,RIPK1,MAP4K1,pred
3258,Q13546,Q99640,RIPK1,PKMYT1,pred
3259,Q13546,Q99683,RIPK1,MAP3K5,pred
3260,Q13546,Q86XP1,RIPK1,DGKH,pred
3261,Q13546,Q9Y6Q9,RIPK1,NCOA3,pred
3262,Q13546,Q99836,RIPK1,MYD88,pred
3263,Q13546,Q9Y6U3,RIPK1,SCIN,pred
3264,Q13546,Q15628,RIPK1,TRADD,exp;ortho;pred
3265,Q13546,Q96BR1,RIPK1,SGK3,pred
3266,Q13546,Q15109,RIPK1,AGER,pred
3267,Q13546,Q13557,RIPK1,CAMK2D,pred
3268,Q13546,Q16643,RIPK1,DBN1,pred
3269,Q13546,Q6GQQ9,RIPK1,OTUD7B,pred
3270,Q13546,Q9HAV0,RIPK1,GNB4,pred
3271,Q13546,Q7RTN6,RIPK1,STRADA,pred
3272,Q13546,Q86UR1,RIPK1,NOXA1,pred
3273,Q13546,Q96GD4,RIPK1,AURKB,pred
3274,Q13546,Q8N0X7,RIPK1,SPART,pred
3275,Q13546,Q14289,RIPK1,PTK2B,pred
3276,Q13546,Q14257,RIPK1,RCN2,exp;pred
3277,Q13546,Q8NEV4,RIPK1,MYO3A,pred
3278,Q13546,Q92844,RIPK1,TANK,exp;ortho;pred
3279,Q13546,Q9H171,RIPK1,ZBP1,exp;ortho;pred
3280,Q13546,Q9P286,RIPK1,PAK5,pred
3281,Q13546,Q8NET5,RIPK1,NFAM1,pred
3282,Q13546,Q9Y2G2,RIPK1,CARD8,pred
3283,Q13546,Q9NYV4,RIPK1,CDK12,pred
3284,Q13546,Q9Y6R0,RIPK1,NUMBL,exp
3285,Q13546,Q9H1Y0,RIPK1,ATG5,ortho;pred
3286,Q13546,Q5VVQ6,RIPK1,YOD1,exp
3287,Q13546,Q86Y07,RIPK1,VRK2,pred
3288,Q13546,Q5TCX8,RIPK1,MAP3K21,pred
3289,Q13546,Q9Y2U5,RIPK1,MAP3K2,pred
3290,Q13546,Q16539,RIPK1,MAPK14,pred
3291,Q13546,Q86SG6,RIPK1,NEK8,pred
3292,Q13546,Q9BQI3,RIPK1,EIF2AK1,pred
3293,Q13546,Q9P246,RIPK1,STIM2,pred
3294,Q13546,Q96GX9,RIPK1,APIP,pred
3295,Q13546,Q15121,RIPK1,PEA15,pred
3296,Q13546,Q99835,RIPK1,SMO,pred
3297,Q13546,Q9H0K1,RIPK1,SIK2,pred
3298,Q13546,Q68D86,RIPK1,CCDC102B,pred
3299,Q13546,Q9NYJ8,RIPK1,TAB2,exp;pred
3300,Q13546,Q5VV17,RIPK1,OTUD1,exp
3301,Q13546,Q9BQI0,RIPK1,AIF1L,pred
3302,Q13546,Q5VWQ8,RIPK1,DAB2IP,exp
3303,Q13546,Q9HAU4,RIPK1,SMURF2,pred
3304,Q13546,Q9BXL7,RIPK1,CARD11,ortho;pred
3305,Q13546,Q9Y6K9,RIPK1,IKBKG,exp;ortho;pred
3306,Q13546,Q13705,RIPK1,ACVR2B,pred
3307,Q13546,Q9NP84,RIPK1,TNFRSF12A,pred
3308,Q13546,Q8TDR0,RIPK1,TRAF3IP1,pred
3309,Q13546,Q14160,RIPK1,SCRIB,pred
3310,Q13546,Q9UJU6,RIPK1,DBNL,pred
3311,Q13546,Q8NFA2,RIPK1,NOXO1,pred
3312,Q13546,Q15797,RIPK1,SMAD1,pred
3313,Q13546,Q9NWF9,RIPK1,RNF216,exp;pred
3314,Q13546,Q9UHB6,RIPK1,LIMA1,pred
3315,Q13546,Q9ULZ3,RIPK1,PYCARD,exp;pred
3316,Q13546,Q9UQM7,RIPK1,CAMK2A,pred
3317,Q13546,Q96J02,RIPK1,ITCH,exp;ortho;pred
3318,Q13546,Q9UBS0,RIPK1,RPS6KB2,pred
3319,Q13546,Q8N4C8,RIPK1,MINK1,pred
3320,Q13546,Q9Y5U5,RIPK1,TNFRSF18,pred
3321,Q13546,Q9UM54,RIPK1,MYO6,pred
3322,Q13546,Q96BH1,RIPK1,RNF25,pred
3323,Q13546,Q9Y6R4,RIPK1,MAP3K4,pred
3324,Q13546,Q99728,RIPK1,BARD1,pred
3325,Q13546,Q14164,RIPK1,IKBKE,pred
3326,Q13546,Q9Y616,RIPK1,IRAK3,pred
3327,Q13546,Q9H422,RIPK1,HIPK3,pred
3328,Q13546,Q8TEL6,RIPK1,TRPC4AP,exp;pred
3329,Q13546,Q9BWT7,RIPK1,CARD10,pred
3330,Q13546,Q71U36,RIPK1,TUBA1A,pred
3331,Q13546,Q92851,RIPK1,CASP10,exp;pred
3332,Q13546,Q9Y2H1,RIPK1,STK38L,pred
3333,Q13546,Q9GZS3,RIPK1,WDR61,pred
3334,Q13546,Q96EP0,RIPK1,RNF31,exp;pred
3335,Q13546,Q9BRK5,RIPK1,SDF4,pred
3336,Q13546,Q7L7X3,RIPK1,TAOK1,pred
3337,Q13546,Q8N5F7,RIPK1,NKAP,pred
3338,Q13546,Q96HS1,RIPK1,PGAM5,exp
3339,Q13546,Q9UL54,RIPK1,TAOK2,pred
3340,Q13546,Q9Y5A7,RIPK1,NUB1,pred
3341,Q13546,Q16644,RIPK1,MAPKAPK3,pred
3342,Q13546,Q9HAT8,RIPK1,PELI2,pred
3343,Q13546,Q13748,RIPK1,TUBA3C;TUBA3D,exp;pred
3344,Q13546,Q86XR7,RIPK1,TICAM2,pred
3345,Q13546,Q99933,RIPK1,BAG1,pred
3346,Q13546,Q9HAV5,RIPK1,EDA2R,pred
3347,Q13546,Q9UDY8,RIPK1,MALT1,ortho;pred
3348,Q13546,Q15418,RIPK1,RPS6KA1,pred
3349,Q13546,Q16288,RIPK1,NTRK3,pred
3350,Q13546,Q9HB75,RIPK1,PIDD1,exp;pred
3351,Q13546,Q9ULV4,RIPK1,CORO1C,pred
3352,Q13546,Q9BXA6,RIPK1,TSSK6,pred
3353,Q13546,Q9NZS9,RIPK1,BFAR,pred
3354,Q13546,Q8WZ73,RIPK1,RFFL,exp
3355,Q13546,Q96G74,RIPK1,OTUD5,pred
3356,Q13546,Q6P9H4,RIPK1,CNKSR3,pred
3357,Q13546,Q8N2I9,RIPK1,STK40,pred
3358,Q13546,Q9BWF2,RIPK1,TRAIP,pred
3359,Q13546,Q9Y4K4,RIPK1,MAP4K5,pred
3360,Q13546,Q13586,RIPK1,STIM1,pred
3361,Q13546,Q9H6S1,RIPK1,AZI2,pred
3362,Q13546,Q93038,RIPK1,TNFRSF25,exp;pred
3363,Q13546,Q15326,RIPK1,ZMYND11,pred
3364,Q13546,Q9Y230,RIPK1,RUVBL2,pred
3365,Q13546,Q5T1R4,RIPK1,HIVEP3,pred
3366,Q13546,Q15746,RIPK1,MYLK,pred
3367,Q13546,Q9NXR7,RIPK1,BABAM2,pred
3368,Q13546,Q9Y6Q5,RIPK1,AP1M2,exp
3369,Q13546,Q15311,RIPK1,RALBP1,pred
3370,Q13546,Q9UK80,RIPK1,USP21,exp
3371,Q13546,Q8NE63,RIPK1,HIPK4,pred
3372,Q13546,Q9P0K7,RIPK1,RAI14,pred
3373,Q13546,Q9BXA7,RIPK1,TSSK1B,pred
3374,Q13546,Q14653,RIPK1,IRF3,pred
3375,Q13546,Q9UBE8,RIPK1,NLK,pred
3376,Q13546,Q9UMW8,RIPK1,USP18,pred
3377,Q13546,Q96AB6,RIPK1,NTAN1,exp
3378,Q13546,Q6Q0C0,RIPK1,TRAF7,pred
3379,Q13546,Q96MN2,RIPK1,NLRP4,pred
3380,Q13546,Q9BVA1,RIPK1,TUBB2B,pred
3381,Q13546,Q9Y281,RIPK1,CFL2,pred
3382,Q13546,Q76MJ5,RIPK1,ERN2,pred
3383,Q13546,Q96EY1,RIPK1,DNAJA3,pred
3384,Q13546,Q14511,RIPK1,NEDD9,pred
3385,Q13546,Q8N2H9,RIPK1,PELI3,pred
3386,Q13546,Q9UHY1,RIPK1,NRBP1,pred
3387,Q13546,Q9NWZ3,RIPK1,IRAK4,pred
3388,Q13546,Q8IVM0,RIPK1,CCDC50,exp;pred
3389,Q13546,Q9NS68,RIPK1,TNFRSF19,pred
3390,Q13546,Q9NR96,RIPK1,TLR9,pred
3391,Q13546,Q13576,RIPK1,IQGAP2,pred
3392,Q13546,Q9P212,RIPK1,PLCE1,pred
3393,Q13546,Q9H857,RIPK1,NT5DC2,pred
3394,Q13546,Q9NX02,RIPK1,NLRP2,pred
3395,Q13546,Q9UKL3,RIPK1,CASP8AP2,pred
3396,Q13546,Q3ZCQ8,RIPK1,TIMM50,exp;pred
3397,Q13546,Q16665,RIPK1,HIF1A,pred
3398,Q13546,Q6PHR2,RIPK1,ULK3,pred
3399,Q13546,Q9Y4K3,RIPK1,TRAF6,ortho;pred
3400,Q13546,Q92956,RIPK1,TNFRSF14,pred
3401,Q13546,Q9UBN7,RIPK1,HDAC6,pred
3402,Q13546,Q8N163,RIPK1,CCAR2,pred
3403,Q13546,Q9Y3C5,RIPK1,RNF11,exp;ortho;pred
3404,Q13546,Q96CG3,RIPK1,TIFA,pred
3405,Q13546,Q9H257,RIPK1,CARD9,pred
3406,Q13546,Q8WXC3,RIPK1,PYDC1,pred
3407,Q13546,Q9HC98,RIPK1,NEK6,pred
3408,Q13546,Q13554,RIPK1,CAMK2B,pred
3409,Q13546,Q9NYY3,RIPK1,PLK2,pred
3410,Q13546,Q96RN5,RIPK1,MED15,pred
3411,Q13546,Q92734,RIPK1,TFG,pred
3412,Q13546,Q15750,RIPK1,TAB1,pred
3413,Q13546,Q9NQC7,RIPK1,CYLD,exp;ortho;pred
3414,Q13546,Q92519,RIPK1,TRIB2,pred
3415,Q13546,Q9NR28,RIPK1,DIABLO,pred
3416,Q13546,Q9UHD2,RIPK1,TBK1,pred
3417,Q13546,Q16531,RIPK1,DDB1,pred
3418,Q13546,Q9Y6N7,RIPK1,ROBO1,pred
3419,Q13546,Q99584,RIPK1,S100A13,pred
3420,Q13546,Q9Y265,RIPK1,RUVBL1,pred
3421,Q13546,Q9Y6Q6,RIPK1,TNFRSF11A,pred
3422,Q13546,Q9HAZ1,RIPK1,CLK4,pred
3423,Q13546,Q9UEE5,RIPK1,STK17A,pred
3424,Q13546,Q99759,RIPK1,MAP3K3,exp;ortho;pred
3425,Q13546,Q7Z2Y5,RIPK1,NRK,pred
3426,Q13546,Q96DZ5,RIPK1,CLIP3,exp
3427,Q13546,Q9P1W9,RIPK1,PIM2,pred
3428,Q13546,Q9BZF9,RIPK1,UACA,pred
3429,Q13546,Q99650,RIPK1,OSMR,pred
3430,Q13546,Q9NYL2,RIPK1,MAP3K20,pred
3431,Q13546,Q9UQC1,RIPK1,HSP70-1,exp
3432,Q13546,Q9NQB0,RIPK1,TCF7L2,pred
3433,Q13546,Q6GPH4,RIPK1,XAF1,exp
3434,Q13546,Q16584,RIPK1,MAP3K11,pred
3435,Q13546,Q9UER7,RIPK1,DAXX,exp;pred
3436,Q13546,Q92630,RIPK1,DYRK2,pred
3437,Q13546,Q9H2K8,RIPK1,TAOK3,pred
3438,Q13546,Q8WVQ1,RIPK1,CANT1,pred
3439,Q13546,Q16512,RIPK1,PKN1,pred
3440,Q13546,Q9UBI6,RIPK1,GNG12,pred
3441,Q13546,Q13601,RIPK1,KRR1,pred
3442,Q13546,Q8TD08,RIPK1,MAPK15,pred
3443,Q13546,Q71UM5,RIPK1,RPS27L,pred
3444,Q13546,Q93009,RIPK1,USP7,pred
3445,Q13546,Q6P5Z2,RIPK1,PKN3,pred
3446,Q13546,Q92934,RIPK1,BAD,pred
3447,Q13546,Q9Y5S2,RIPK1,CDC42BPB,exp
3448,Q13546,Q8IWU2,RIPK1,LMTK2,pred
3449,Q13546,Q15835,RIPK1,GRK1,pred
3450,Q13546,Q9UDY4,RIPK1,DNAJB4,pred
3451,Q13546,Q9C0K7,RIPK1,STRADB,pred
3452,Q13546,Q8N5C8,RIPK1,TAB3,pred
3453,Q13546,Q16832,RIPK1,DDR2,pred
3454,Q13546,Q9H2X6,RIPK1,HIPK2,pred
3455,Q13546,Q7KZI7,RIPK1,MARK2,pred
3456,Q13546,Q9NSY1,RIPK1,BMP2K,pred
3457,Q13546,Q9UM73,RIPK1,ALK,pred
3458,Q13546,Q96J92,RIPK1,WNK4,pred
3459,Q13546,Q13546,RIPK1,RIPK1,exp
3460,Q13546,Q5S007,RIPK1,LRRK2,exp
3461,Q13547,Q13568,HDAC1,IRF5,exp
3462,Q13547,Q14765,HDAC1,STAT4,pred
3463,Q13554,Q14765,CAMK2B,STAT4,pred
3464,Q13568,Q13568,IRF5,IRF5,exp
3465,Q13568,Q14765,IRF5,STAT4,pred
3466,Q13568,Q14653,IRF5,IRF3,exp;pred
3467,Q13568,Q15796,IRF5,SMAD2,pred
3468,Q13568,Q9NR96,IRF5,TLR9,pred
3469,Q13568,Q9Y3R0,IRF5,GRIP1,pred
3470,Q13568,Q8IUC6,IRF5,TICAM1,pred
3471,Q13568,Q9Y618,IRF5,NCOR2,exp
3472,Q13568,Q9P1Y6,IRF5,PHRF1,pred
3473,Q13568,Q9Y265,IRF5,RUVBL1,pred
3474,Q13568,Q15399,IRF5,TLR1,pred
3475,Q13568,Q96ST3,IRF5,SIN3A,exp
3476,Q13568,Q9Y2C9,IRF5,TLR6,pred
3477,Q13568,Q92985,IRF5,IRF7,exp;pred
3478,Q13568,Q13748,IRF5,TUBA3C;TUBA3D,pred
3479,Q13568,Q9P0L1,IRF5,ZKSCAN7,pred
3480,Q13568,Q9Y616,IRF5,IRAK3,pred
3481,Q13568,Q92831,IRF5,KAT2B,exp;pred
3482,Q13568,Q7Z434,IRF5,MAVS,exp
3483,Q13568,Q15797,IRF5,SMAD1,pred
3484,Q13568,Q9UNS2,IRF5,COPS3,exp
3485,Q13568,Q9H9Q2,IRF5,COPS7B,exp
3486,Q13568,Q99836,IRF5,MYD88,exp;ortho;pred
3487,Q13568,Q9UHD2,IRF5,TBK1,exp;pred
3488,Q13568,Q7L5N1,IRF5,COPS6,exp
3489,Q13568,Q9NPH3,IRF5,IL1RAP,pred
3490,Q13568,Q16543,IRF5,CDC37,pred
3491,Q13568,Q9NPF7,IRF5,IL23A,exp
3492,Q13568,Q15047,IRF5,SETDB1,exp
3493,Q13568,Q9Y6K9,IRF5,IKBKG,pred
3494,Q13568,Q92793,IRF5,CREBBP,exp;pred
3495,Q13568,Q99627,IRF5,COPS8,exp
3496,Q13568,Q9BX10,IRF5,GTPBP2,exp
3497,Q13568,Q9NWZ3,IRF5,IRAK4,pred
3498,Q13568,Q86WV6,IRF5,TMEM173,pred
3499,Q13568,Q9Y4K3,IRF5,TRAF6,exp;ortho;pred
3500,Q13568,Q15418,IRF5,RPS6KA1,pred
3501,Q13568,Q9C019,IRF5,TRIM15,exp
3502,Q13568,Q15306,IRF5,IRF4,pred
3503,Q13568,Q14164,IRF5,IKBKE,exp;pred
3504,Q13568,Q96P48,IRF5,ARAP1,pred
3505,Q13568,Q92905,IRF5,COPS5,exp
3506,Q13568,Q9BT78,IRF5,COPS4,exp
3507,Q13568,Q92844,IRF5,TANK,pred
3508,Q13609,Q96CA5,DNASE1L3,BIRC7,pred
3509,Q13609,Q92874,DNASE1L3,DNASE1L2,pred
3510,Q13651,Q14765,IL10RA,STAT4,pred
3511,Q13761,Q14765,RUNX3,STAT4,pred
3512,Q13882,Q14765,PTK6,STAT4,pred
3513,Q13887,Q9NSU2,KLF5,TREX1,pred
3514,Q13976,Q9Y2R2,PRKG1,PTPN22,pred
3515,Q14114,Q14765,LRP8,STAT4,pred
3516,Q14213,Q14765,EBI3,STAT4,pred
3517,Q14289,Q14765,PTK2B,STAT4,pred
3518,Q14289,Q9Y2R2,PTK2B,PTPN22,pred
3519,Q14571,Q8NDB2,ITPR2,BANK1,exp;pred
3520,Q14643,Q8NDB2,ITPR1,BANK1,exp;pred
3521,Q14653,Q14765,IRF3,STAT4,pred
3522,Q14765,Q9ULZ2,STAT4,STAP1,pred
3523,Q14765,Q9H3Y6,STAT4,SRMS,pred
3524,Q14765,Q7KZ85,STAT4,SUPT6H,pred
3525,Q14765,Q99665,STAT4,IL12RB2,exp;pred
3526,Q14765,Q9NSE2,STAT4,CISH,pred
3527,Q14765,Q9UGK3,STAT4,STAP2,pred
3528,Q14765,Q9UL17,STAT4,TBX21,pred
3529,Q14765,Q7Z7K2,STAT4,ZNF467,exp;ortho
3530,Q14765,Q9NP31,STAT4,SH2D2A,pred
3531,Q14765,Q92985,STAT4,IRF7,pred
3532,Q14765,Q14765,STAT4,STAT4,exp;ortho
3533,Q14765,Q9NWQ8,STAT4,PAG1,ortho
3534,Q14765,Q15303,STAT4,ERBB4,pred
3535,Q14765,Q96JY6,STAT4,PDLIM2,exp;ortho;pred
3536,Q14765,Q15306,STAT4,IRF4,pred
3537,Q14765,Q8N2W9,STAT4,PIAS4,pred
3538,Q14765,Q16539,STAT4,MAPK14,exp
3539,Q14765,Q8IWV1,STAT4,LAX1,pred
3540,Q14765,Q92793,STAT4,CREBBP,exp;pred
3541,Q14765,Q96S38,STAT4,RPS6KC1,pred
3542,Q14765,Q8NEV9,STAT4,IL27,pred
3543,Q15013,Q9Y2R2,MAD2L1BP,PTPN22,exp
3544,Q15116,Q9BXS9,PDCD1,SLC26A6,exp
3545,Q15116,Q9Y619,PDCD1,SLC25A15,exp
3546,Q15116,Q9BV35,PDCD1,SLC25A23,exp
3547,Q15116,Q96HW7,PDCD1,INTS4,exp
3548,Q15116,Q9NZ71,PDCD1,RTEL1,exp
3549,Q15116,Q9UK39,PDCD1,NOCT,exp
3550,Q15116,Q96AG3,PDCD1,SLC25A46,exp
3551,Q15116,Q8IWF6,PDCD1,DENND6A,exp
3552,Q15116,Q96KC2,PDCD1,ARL5B,exp
3553,Q15116,Q8TCT6,PDCD1,SPPL3,exp
3554,Q15116,Q96A46,PDCD1,SLC25A28,exp
3555,Q15116,Q8NEY1,PDCD1,NAV1,exp
