,Gene,Official_A,Official_B,UniProt_A,UniProt_B,Source
6869,TNFRSF25,TNFRSF25,TRADD,8718,8717,BIOGRID
6870,TNFRSF25,TNFRSF25,TRAF2,8718,7186,BIOGRID
6871,CHCHD2,GOLGA2,CHCHD2,2801,51142,BIOGRID
6872,CHCHD2,CHCHD2,PTRH2,51142,51651,BIOGRID
6873,CHCHD2,C2orf47,CHCHD2,79568,51142,BIOGRID
6874,SGTA,GPX7,SGTA,2882,6449,BIOGRID
6875,SGTA,SGTA,HSP90AA1,6449,3320,BIOGRID
6876,SGTA,UBC,SGTA,7316,6449,BIOGRID
6877,SGTA,Ubc,Sgta,50522,64667,BIOGRID
6878,SGTA,IRF3,SGTA,3661,6449,BIOGRID
6879,SGTA,C1QA,SGTA,712,6449,BIOGRID
6880,SGTA,IRF3,SGTA,3661,6449,BIOGRID
6881,SGTA,SGTA,TNFRSF1A,6449,7132,BIOGRID
6882,SGTA,NXF1,SGTA,10482,6449,BIOGRID
6883,SGTA,SGTA,ACAA2,6449,10449,BIOGRID
6884,SGTA,SGTA,YWHAB,6449,7529,BIOGRID
6885,SGTA,RARRES3,SGTA,5920,6449,BIOGRID
6886,SGTA,SGTA,HSP90AA1,6449,3320,BIOGRID
6887,SGTA,TRIM25,SGTA,7706,6449,BIOGRID
6888,VHL,VHL,RPA3,7428,6119,BIOGRID
6889,VHL,VHL,TRIM28,7428,10155,BIOGRID
6890,VHL,HDAC1,VHL,3065,7428,BIOGRID
6891,VHL,VHL,FN1,7428,2335,BIOGRID
6892,VHL,DGKZ,VHL,8525,7428,BIOGRID
6893,VHL,DGKZ,VHL,8525,7428,BIOGRID
6894,VHL,VHL,DGKZ,7428,8525,BIOGRID
6895,VHL,CYBA,VHL,1535,7428,BIOGRID
6896,VHL,VHL,TP53,7428,7157,BIOGRID
6897,VHL,VHL,TP53,7428,7157,BIOGRID
6898,VHL,TP53,VHL,7157,7428,BIOGRID
6899,VHL,EP300,VHL,2033,7428,BIOGRID
6900,VHL,KAT2B,VHL,8850,7428,BIOGRID
6901,VHL,VHL,FN1,7428,2335,BIOGRID
6902,VHL,ADRB2,VHL,154,7428,BIOGRID
6903,VHL,VHL,SPRY2,7428,10253,BIOGRID
6904,VHL,VHL,TP53,7428,7157,BIOGRID
6905,VHL,VHL,SNRNP70,7428,6625,BIOGRID
6906,VHL,VHL,TP53,7428,7157,BIOGRID
6907,VHL,VHL,COL4A2,7428,1284,BIOGRID
6908,VHL,VHL,FN1,7428,2335,BIOGRID
6909,VHL,VHL,PPM1B,7428,5495,BIOGRID
6910,VHL,ELAVL1,VHL,1994,7428,BIOGRID
6911,VHL,HDAC1,VHL,3065,7428,BIOGRID
6912,VHL,VHL,COL4A2,7428,1284,BIOGRID
6913,VHL,VHL,COL4A2,7428,1284,BIOGRID
6914,VHL,VHL,JAK2,7428,3717,BIOGRID
6915,VHL,VHL,SOCS1,7428,8651,BIOGRID
6916,VHL,SOCS1,VHL,8651,7428,BIOGRID
6917,VHL,JAK2,VHL,3717,7428,BIOGRID
6918,VHL,VHL,FN1,7428,2335,BIOGRID
6919,VHL,COPS5,VHL,10987,7428,BIOGRID
6920,VHL,VHL,ELAVL1,7428,1994,BIOGRID
6921,VHL,VHL,ELAVL1,7428,1994,BIOGRID
6922,VHL,VHL,KIFAP3,7428,22920,BIOGRID
6923,VHL,VHL,FN1,7428,2335,BIOGRID
6924,VHL,VHL,ELAVL1,7428,1994,BIOGRID
6925,VHL,VHL,UBE2D1,7428,7321,BIOGRID
6926,VHL,VHL,FN1,7428,2335,BIOGRID
6927,VHL,EP300,VHL,2033,7428,BIOGRID
6928,VHL,VHL,EP300,7428,2033,BIOGRID
6929,VHL,KAT2B,VHL,8850,7428,BIOGRID
6930,VHL,EP300,VHL,2033,7428,BIOGRID
6931,VHL,VHL,HSP90AA1,7428,3320,BIOGRID
6932,VHL,VHL,UBC,7428,7316,BIOGRID
6933,VHL,VHL,EP300,7428,2033,BIOGRID
6934,VHL,VHL,TARDBP,7428,23435,BIOGRID
6935,VHL,TARDBP,VHL,23435,7428,BIOGRID
6936,VHL,PRKDC,VHL,5591,7428,BIOGRID
6937,VHL,APC,VHL,324,7428,BIOGRID
6938,VHL,HSP90AA1,VHL,3320,7428,BIOGRID
6939,VHL,PIK3R1,VHL,5295,7428,BIOGRID
6940,VHL,CASP8,VHL,841,7428,BIOGRID
6941,VHL,VHL,SQSTM1,7428,8878,BIOGRID
6942,VHL,SQSTM1,VHL,8878,7428,BIOGRID
6943,VHL,awd,Vhl,43739,53433,FLYBASE
6944,VHL,awd,Vhl,43739,53433,FLYBASE
6945,FN1,VHL,FN1,7428,2335,BIOGRID
6946,FN1,C1QA,FN1,712,2335,BIOGRID
6947,FN1,FN1,APCS,2335,325,BIOGRID
6948,FN1,EGFR,FN1,1956,2335,BIOGRID
6949,FN1,VHL,FN1,7428,2335,BIOGRID
6950,FN1,GRB2,FN1,2885,2335,BIOGRID
6951,FN1,VHL,FN1,7428,2335,BIOGRID
6952,FN1,VHL,FN1,7428,2335,BIOGRID
6953,FN1,VHL,FN1,7428,2335,BIOGRID
6954,FN1,VHL,FN1,7428,2335,BIOGRID
6955,FN1,ALB,FN1,213,2335,BIOGRID
6956,FN1,FN1,UBE2N,2335,7334,BIOGRID
6957,FN1,FN1,RPL13A,2335,23521,BIOGRID
6958,FN1,FN1,RAC1,2335,5879,BIOGRID
6959,FN1,FN1,SNRNP70,2335,6625,BIOGRID
6960,FN1,FN1,MCM6,2335,4175,BIOGRID
6961,FN1,FN1,TRIM28,2335,10155,BIOGRID
6962,FN1,FN1,NDUFA9,2335,4704,BIOGRID
6963,FN1,FN1,RPA2,2335,6118,BIOGRID
6964,FN1,FN1,TKT,2335,7086,BIOGRID
6965,FN1,FN1,GLUD1,2335,2746,BIOGRID
6966,FN1,FN1,RNH1,2335,6050,BIOGRID
6967,FN1,FN1,ARF6,2335,382,BIOGRID
6968,FN1,FN1,RPA1,2335,6117,BIOGRID
6969,FN1,FN1,POLR1C,2335,9533,BIOGRID
6970,FN1,FN1,GNAI3,2335,2773,BIOGRID
6971,FN1,FN1,SET,2335,6418,BIOGRID
6972,FN1,FN1,YWHAG,2335,7532,BIOGRID
6973,FN1,FN1,YWHAH,2335,7533,BIOGRID
6974,FN1,FN1,HDAC1,2335,3065,BIOGRID
6975,FN1,FN1,YWHAQ,2335,10971,BIOGRID
6976,FN1,FN1,MCM2,2335,4171,BIOGRID
6977,FN1,FN1,XPO1,2335,7514,BIOGRID
6978,FN1,FN1,ANXA1,2335,301,BIOGRID
6979,FN1,FN1,YWHAE,2335,7531,BIOGRID
6980,FN1,FN1,PRDX6,2335,9588,BIOGRID
6981,FN1,FN1,YWHAZ,2335,7534,BIOGRID
6982,FN1,FN1,EIF3E,2335,3646,BIOGRID
6983,FN1,FN1,TARDBP,2335,23435,BIOGRID
6984,FN1,FN1,YWHAB,2335,7529,BIOGRID
6985,FN1,FN1,AP2M1,2335,1173,BIOGRID
6986,FN1,FN1,RPL23,2335,9349,BIOGRID
6987,FN1,FN1,CFL1,2335,1072,BIOGRID
6988,FN1,FN1,HSP90AA1,2335,3320,BIOGRID
6989,FN1,FN1,ELAVL1,2335,1994,BIOGRID
6990,FN1,FN1,AKR7A2,2335,8574,BIOGRID
6991,FN1,FN1,GRB2,2335,2885,BIOGRID
6992,FN1,FN1,HSPB1,2335,3315,BIOGRID
6993,FN1,FN1,PRKDC,2335,5591,BIOGRID
6994,FN1,FN1,LMNA,2335,4000,BIOGRID
6995,FN1,FN1,UBB,2335,7314,BIOGRID
6996,FN1,FN1,UBC,2335,7316,BIOGRID
6997,FN1,FN1,VCP,2335,7415,BIOGRID
6998,FN1,FN1,STAT5A,2335,6776,BIOGRID
6999,FN1,FN1,TAB2,2335,23118,BIOGRID
7000,FN1,FN1,UBQLN1,2335,29979,BIOGRID
7001,FN1,LGALS8,FN1,3964,2335,BIOGRID
7002,FN1,LGALS8,FN1,3964,2335,BIOGRID
7003,FN1,Fancd2,Fn1,211651,14268,BIOGRID
7004,CD274,CD274,PTPN11,29126,5781,BIOGRID
7005,CD274,CD80,CD274,941,29126,BIOGRID
7006,CD274,CD274,CD80,29126,941,BIOGRID
7007,CD274,CD274,XPO7,29126,23039,BIOGRID
7008,CD274,CD274,ATR,29126,545,BIOGRID
7009,CD274,CD274,MTOR,29126,2475,BIOGRID
7010,CD274,CD274,ATR,29126,545,BIOGRID
7011,CD274,CD274,XPO7,29126,23039,BIOGRID
7012,CD274,CD274,MTOR,29126,2475,BIOGRID
7013,STC2,ELAVL1,STC2,1994,8614,BIOGRID
7014,STC2,TRIM25,STC2,7706,8614,BIOGRID
7015,FCGR2A,FCGR2A,PIK3R1,2212,5295,BIOGRID
7016,FCGR2A,FCGR2A,LYN,2212,4067,BIOGRID
7017,FCGR2A,FCGR2A,PIK3R1,2212,5295,BIOGRID
7018,FCGR2A,FCGR2A,CBL,2212,867,BIOGRID
7019,FCGR2A,TRIM21,FCGR2A,6737,2212,BIOGRID
7020,FCGR2A,FCGR2A,TRIM21,2212,6737,BIOGRID
7021,FCGR2A,Trim21,Fcgr2b,20821,14130,BIOGRID
7022,FCGR2A,Trim21,Fcgr2b,20821,14130,BIOGRID
7023,FCGR2A,Inpp5d,Fcgr2b,54259,289211,BIOGRID
7024,FCGR2A,Fcgr2b,Dok1,14130,13448,BIOGRID
7025,FCGR2A,FCGR2A,UBQLN1,2212,29979,BIOGRID
7026,FCGR2A,FCGR2A,PTPN11,2212,5781,BIOGRID
7027,FCGR2A,FCGR2A,TES,2212,26136,BIOGRID
7028,FCGR2A,FCGR2A,PTPN11,2212,5781,BIOGRID
7029,ATG7,SQSTM1,ATG7,8878,10533,BIOGRID
7030,ATG7,ATG7,EP300,10533,2033,BIOGRID
7031,ATG7,EP300,ATG7,2033,10533,BIOGRID
7032,ATG7,BAG3,ATG7,9531,10533,BIOGRID
7033,ATG7,ATG7,STAT1,10533,6772,BIOGRID
7034,ATG7,Fadd,Atg7,14082,74244,BIOGRID
7035,ATG7,TRIM25,ATG7,7706,10533,BIOGRID
7036,MAP3K5,TRAF1,MAP3K5,7185,4217,BIOGRID
7037,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7038,MAP3K5,TRAF3,MAP3K5,7187,4217,BIOGRID
7039,MAP3K5,TRAF5,MAP3K5,7188,4217,BIOGRID
7040,MAP3K5,TRAF6,MAP3K5,7189,4217,BIOGRID
7041,MAP3K5,MAP3K5,TRAF5,4217,7188,BIOGRID
7042,MAP3K5,MAP3K5,TRAF6,4217,7189,BIOGRID
7043,MAP3K5,MAP3K5,TRAF2,4217,7186,BIOGRID
7044,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7045,MAP3K5,MAP3K5,YWHAZ,4217,7534,BIOGRID
7046,MAP3K5,ERN1,MAP3K5,2081,4217,BIOGRID
7047,MAP3K5,MAP3K5,RAF1,4217,5894,BIOGRID
7048,MAP3K5,RAF1,MAP3K5,5894,4217,BIOGRID
7049,MAP3K5,MAP3K5,MAP3K7,4217,6885,BIOGRID
7050,MAP3K5,MAP3K5,MAP3K7,4217,6885,BIOGRID
7051,MAP3K5,TRAF6,MAP3K5,7189,4217,BIOGRID
7052,MAP3K5,MAP3K7,MAP3K5,6885,4217,BIOGRID
7053,MAP3K5,SOCS1,MAP3K5,8651,4217,BIOGRID
7054,MAP3K5,MAP3K5,SOCS1,4217,8651,BIOGRID
7055,MAP3K5,SOCS1,MAP3K5,8651,4217,BIOGRID
7056,MAP3K5,MAP3K5,CREBBP,4217,1387,BIOGRID
7057,MAP3K5,MAP3K5,EP300,4217,2033,BIOGRID
7058,MAP3K5,NEDD4L,MAP3K5,23327,4217,BIOGRID
7059,MAP3K5,MAP3K5,SOCS1,4217,8651,BIOGRID
7060,MAP3K5,SOCS1,MAP3K5,8651,4217,BIOGRID
7061,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7062,MAP3K5,MAP3K7,MAP3K5,6885,4217,BIOGRID
7063,MAP3K5,MAP3K5,MAP3K7,4217,6885,BIOGRID
7064,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7065,MAP3K5,MAP3K5,TRAF2,4217,7186,BIOGRID
7066,MAP3K5,MAP3K5,TRAF6,4217,7189,BIOGRID
7067,MAP3K5,TRAF6,MAP3K5,7189,4217,BIOGRID
7068,MAP3K5,FAS,MAP3K5,355,4217,BIOGRID
7069,MAP3K5,Traf2,Map3k5,22030,26408,BIOGRID
7070,MAP3K5,YWHAQ,MAP3K5,10971,4217,BIOGRID
7071,MAP3K5,MAP3K5,DAB2IP,4217,153090,BIOGRID
7072,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7073,MAP3K5,JAK2,MAP3K5,3717,4217,BIOGRID
7074,MAP3K5,JAK2,MAP3K5,3717,4217,BIOGRID
7075,MAP3K5,MAP3K5,PTPN11,4217,5781,BIOGRID
7076,MAP3K5,PTPN11,MAP3K5,5781,4217,BIOGRID
7077,MAP3K5,HSP90AA1,MAP3K5,3320,4217,BIOGRID
7078,MAP3K5,PIK3R1,MAP3K5,5295,4217,BIOGRID
7079,MAP3K5,MAP3K5,DAB2IP,4217,153090,BIOGRID
7080,MAP3K5,MAP3K5,PIK3R1,4217,5295,BIOGRID
7081,MAP3K5,DAB2IP,MAP3K5,153090,4217,BIOGRID
7082,MAP3K5,MAP3K5,YWHAZ,4217,7534,BIOGRID
7083,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7084,MAP3K5,DAB2IP,MAP3K5,153090,4217,BIOGRID
7085,MAP3K5,MAP3K5,DAB2IP,4217,153090,BIOGRID
7086,MAP3K5,MAP3K5,FAS,4217,355,BIOGRID
7087,MAP3K5,MAP3K5,ERN1,4217,2081,BIOGRID
7088,MAP3K5,ERN1,MAP3K5,2081,4217,BIOGRID
7089,MAP3K5,DAB2IP,MAP3K5,153090,4217,BIOGRID
7090,MAP3K5,YWHAG,MAP3K5,7532,4217,BIOGRID
7091,MAP3K5,MAP3K5,TRAF2,4217,7186,BIOGRID
7092,MAP3K5,MAP3K5,TRAF2,4217,7186,BIOGRID
7093,MAP3K5,TRAF2,MAP3K5,7186,4217,BIOGRID
7094,MAP3K5,RAF1,MAP3K5,5894,4217,BIOGRID
7095,MAP3K5,EGLN3,MAP3K5,112399,4217,BIOGRID
7096,IKBKG,NFKB2,IKBKG,4791,8517,BIOGRID
7097,IKBKG,NFKB1,IKBKG,4790,8517,BIOGRID
7098,IKBKG,IKBKG,TBK1,8517,29110,BIOGRID
7099,IKBKG,TRPC4AP,IKBKG,26133,8517,BIOGRID
7100,IKBKG,PPM1B,IKBKG,5495,8517,BIOGRID
7101,IKBKG,IKBKG,PPM1B,8517,5495,BIOGRID
7102,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7103,IKBKG,IKBKG,COPS3,8517,8533,BIOGRID
7104,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7105,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7106,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7107,IKBKG,IKBKG,MAP3K14,8517,9020,BIOGRID
7108,IKBKG,TNFRSF1A,IKBKG,7132,8517,BIOGRID
7109,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7110,IKBKG,RIPK2,IKBKG,8767,8517,BIOGRID
7111,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7112,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7113,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7114,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7115,IKBKG,IKBKG,IRAK1,8517,3654,BIOGRID
7116,IKBKG,IKBKG,IRAK1,8517,3654,BIOGRID
7117,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7118,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7119,IKBKG,IKBKG,IRAK1,8517,3654,BIOGRID
7120,IKBKG,IRAK1,IKBKG,3654,8517,BIOGRID
7121,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7122,IKBKG,Ripk1,Ikbkg,19766,16151,BIOGRID
7123,IKBKG,TRAF6,IKBKG,7189,8517,BIOGRID
7124,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7125,IKBKG,IKBKG,TBK1,8517,29110,BIOGRID
7126,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7127,IKBKG,IKBKG,LCK,8517,3932,BIOGRID
7128,IKBKG,IKBKG,JAK2,8517,3717,BIOGRID
7129,IKBKG,IKBKG,RBCK1,8517,10616,BIOGRID
7130,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7131,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7132,IKBKG,PIDD1,IKBKG,55367,8517,BIOGRID
7133,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7134,IKBKG,Ikbkg,Ncoa3,16151,17979,BIOGRID
7135,IKBKG,Ikbkg,Nfe2,16151,18022,BIOGRID
7136,IKBKG,Ikbkg,Tcf3,16151,21423,BIOGRID
7137,IKBKG,Ikbkg,Tnfaip3,16151,21929,BIOGRID
7138,IKBKG,Ikbkg,Tsg101,16151,22088,BIOGRID
7139,IKBKG,Ikbkg,Nfkbiz,16151,80859,BIOGRID
7140,IKBKG,Ikbkg,Maml1,16151,103806,BIOGRID
7141,IKBKG,IKBKG,CYLD,8517,1540,BIOGRID
7142,IKBKG,CYLD,IKBKG,1540,8517,BIOGRID
7143,IKBKG,CYLD,IKBKG,1540,8517,BIOGRID
7144,IKBKG,CYLD,IKBKG,1540,8517,BIOGRID
7145,IKBKG,IKBKG,CYLD,8517,1540,BIOGRID
7146,IKBKG,IKBKG,CYLD,8517,1540,BIOGRID
7147,IKBKG,BIRC2,IKBKG,329,8517,BIOGRID
7148,IKBKG,TRAF2,IKBKG,7186,8517,BIOGRID
7149,IKBKG,Traf6,Ikbkg,22034,16151,BIOGRID
7150,IKBKG,MAP3K7,IKBKG,6885,8517,BIOGRID
7151,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7152,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7153,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7154,IKBKG,CYLD,IKBKG,1540,8517,BIOGRID
7155,IKBKG,IKBKG,IRAK1,8517,3654,BIOGRID
7156,IKBKG,TNF,IKBKG,7124,8517,BIOGRID
7157,IKBKG,TNF,IKBKG,7124,8517,BIOGRID
7158,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7159,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7160,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7161,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7162,IKBKG,IKBKG,TNIP1,8517,10318,BIOGRID
7163,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7164,IKBKG,RIPK2,IKBKG,8767,8517,BIOGRID
7165,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7166,IKBKG,Ikbkg,Ikbkb,16151,16150,BIOGRID
7167,IKBKG,Ikbkg,Nkx3-2,16151,12020,BIOGRID
7168,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7169,IKBKG,IKBKG,IRAK1,8517,3654,BIOGRID
7170,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7171,IKBKG,Ikbkg,Rbck1,16151,24105,BIOGRID
7172,IKBKG,Ikbkg,Rnf31,16151,268749,BIOGRID
7173,IKBKG,Traf6,Ikbkg,22034,16151,BIOGRID
7174,IKBKG,Ikbkg,Rnf31,16151,268749,BIOGRID
7175,IKBKG,Ikbkg,Rbck1,16151,24105,BIOGRID
7176,IKBKG,Ikbkg,Rnf31,16151,268749,BIOGRID
7177,IKBKG,Ikbkg,Rbck1,16151,24105,BIOGRID
7178,IKBKG,Ikbkg,Hspa1b,16151,15511,BIOGRID
7179,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7180,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7181,IKBKG,BIRC2,IKBKG,329,8517,BIOGRID
7182,IKBKG,IKBKG,BIRC2,8517,329,BIOGRID
7183,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7184,IKBKG,IKBKG,MALT1,8517,10892,BIOGRID
7185,IKBKG,MAVS,IKBKG,57506,8517,BIOGRID
7186,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7187,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7188,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7189,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7190,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7191,IKBKG,IKBKG,MAVS,8517,57506,BIOGRID
7192,IKBKG,IKBKG,TBK1,8517,29110,BIOGRID
7193,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7194,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7195,IKBKG,IKBKG,MAVS,8517,57506,BIOGRID
7196,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7197,IKBKG,Ikbkg,Nlrx1,16151,270151,BIOGRID
7198,IKBKG,Ikbkg,Sumo1,309295,301442,BIOGRID
7199,IKBKG,Ikbkg,Traf2,16151,22030,BIOGRID
7200,IKBKG,Ikbkg,Map3k1,16151,26401,BIOGRID
7201,IKBKG,Ikbkg,Ube2n,16151,93765,BIOGRID
7202,IKBKG,Ikbkg,Cd40,16151,21939,BIOGRID
7203,IKBKG,NOD2,IKBKG,64127,8517,BIOGRID
7204,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7205,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7206,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7207,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7208,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7209,IKBKG,IKBKG,TNIP1,8517,10318,BIOGRID
7210,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7211,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7212,IKBKG,Tnfrsf1a,Ikbkg,21937,16151,BIOGRID
7213,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7214,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7215,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7216,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7217,IKBKG,IKBKG,TRIM23,8517,373,BIOGRID
7218,IKBKG,TRIM23,IKBKG,373,8517,BIOGRID
7219,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7220,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7221,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7222,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7223,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7224,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7225,IKBKG,IKBKG,IKBKE,8517,9641,BIOGRID
7226,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7227,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7228,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7229,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7230,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7231,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7232,IKBKG,IKBKG,UBC,8517,7316,BIOGRID
7233,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7234,IKBKG,MAP3K7,IKBKG,6885,8517,BIOGRID
7235,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7236,IKBKG,BIRC3,IKBKG,330,8517,BIOGRID
7237,IKBKG,MALT1,IKBKG,10892,8517,BIOGRID
7238,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7239,IKBKG,UBC,IKBKG,7316,8517,BIOGRID
7240,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7241,IKBKG,Ikbkg,Ikbkb,16151,16150,BIOGRID
7242,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7243,IKBKG,Ikbkg,Nfkbia,16151,18035,BIOGRID
7244,IKBKG,TNIP2,IKBKG,79155,8517,BIOGRID
7245,IKBKG,TNIP2,IKBKG,79155,8517,BIOGRID
7246,IKBKG,IKBKG,TNIP2,8517,79155,BIOGRID
7247,IKBKG,IKBKG,TNIP2,8517,79155,BIOGRID
7248,IKBKG,IKBKG,TNIP2,8517,79155,BIOGRID
7249,IKBKG,TAB2,IKBKG,23118,8517,BIOGRID
7250,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7251,IKBKG,IKBKG,TRAF6,8517,7189,BIOGRID
7252,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7253,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7254,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7255,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7256,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7257,IKBKG,BAG3,IKBKG,9531,8517,BIOGRID
7258,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7259,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7260,IKBKG,Cyld,Ikbkg,74256,16151,BIOGRID
7261,IKBKG,Ikbkg,Ripk1,16151,19766,BIOGRID
7262,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7263,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7264,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7265,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7266,IKBKG,CREBBP,IKBKG,1387,8517,BIOGRID
7267,IKBKG,CREBBP,IKBKG,1387,8517,BIOGRID
7268,IKBKG,IKBKG,CREBBP,8517,1387,BIOGRID
7269,IKBKG,TBK1,IKBKG,29110,8517,BIOGRID
7270,IKBKG,IKBKG,TBK1,8517,29110,BIOGRID
7271,IKBKG,MAVS,IKBKG,57506,8517,BIOGRID
7272,IKBKG,IKBKG,MAVS,8517,57506,BIOGRID
7273,IKBKG,IKBKG,ANXA1,8517,301,BIOGRID
7274,IKBKG,ANXA1,IKBKG,301,8517,BIOGRID
7275,IKBKG,ANXA1,IKBKG,301,8517,BIOGRID
7276,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7277,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7278,IKBKG,CHUK,IKBKG,281073,281855,BIOGRID
7279,IKBKG,IKBKB,IKBKG,281854,281855,BIOGRID
7280,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7281,IKBKG,IKBKG,TRAF2,8517,7186,BIOGRID
7282,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7283,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7284,IKBKG,IKBKG,IKBKB,8517,3551,BIOGRID
7285,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7286,IKBKG,TRAF2,IKBKG,7186,8517,BIOGRID
7287,IKBKG,TRAF2,IKBKG,7186,8517,BIOGRID
7288,IKBKG,IKBKG,CHUK,8517,1147,BIOGRID
7289,IKBKG,CHUK,IKBKG,1147,8517,BIOGRID
7290,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7291,IKBKG,IKBKB,IKBKG,3551,8517,BIOGRID
7292,IKBKG,TNF,IKBKG,7124,8517,BIOGRID
7293,IKBKG,RNF31,IKBKG,55072,8517,BIOGRID
7294,IKBKG,IKBKG,RBCK1,8517,10616,BIOGRID
