,Gene,Official_A,Official_B,UniProt_A,UniProt_B,Source
0,TBC1D24,TP53,TBC1D24,7157,57465,BIOGRID
1,TBC1D24,TRIM25,TBC1D24,7706,57465,BIOGRID
2,KIF7,MED4,KIF7,29079,374654,BIOGRID
3,KIF7,SSX2IP,KIF7,117178,374654,BIOGRID
4,KIF7,KIAA0753,KIF7,9851,374654,BIOGRID
5,KIF7,CNTRL,KIF7,11064,374654,BIOGRID
6,KIF7,KIF7,APC,374654,324,BIOGRID
7,KIF7,KIF7,PIBF1,374654,10464,BIOGRID
8,KIF7,KIF7,CEP131,374654,22994,BIOGRID
9,KIF7,KIF7,TBC1D31,374654,93594,BIOGRID
10,KIF7,KIF7,SSX2IP,374654,117178,BIOGRID
11,KIF7,CINP,KIF7,51550,374654,BIOGRID
12,KIF7,LZTS2,KIF7,84445,374654,BIOGRID
13,KIF7,EGLN3,KIF7,112399,374654,BIOGRID
14,MCU,ELAVL1,MCU,1994,90550,BIOGRID
15,MCU,GNAI2,MCU,2771,90550,BIOGRID
16,MCU,NDUFA9,MCU,4704,90550,BIOGRID
17,MCU,GNAI2,MCU,2771,90550,BIOGRID
18,MCU,SLC15A1,MCU,6564,90550,BIOGRID
19,MCU,SMDT1,MCU,91689,90550,BIOGRID
20,MCU,TRIM25,MCU,7706,90550,BIOGRID
21,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
22,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
23,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
24,YWHAZ,YWHAZ,TP53,7534,7157,BIOGRID
25,YWHAZ,YWHAZ,TP53,7534,7157,BIOGRID
26,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
27,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
28,YWHAZ,MAP3K5,YWHAZ,4217,7534,BIOGRID
29,YWHAZ,CBL,YWHAZ,867,7534,BIOGRID
30,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
31,YWHAZ,YWHAZ,RGS3,7534,5998,BIOGRID
32,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
33,YWHAZ,CDK16,YWHAZ,5127,7534,BIOGRID
34,YWHAZ,YWHAZ,YWHAE,7534,7531,BIOGRID
35,YWHAZ,YWHAZ,COPS5,7534,10987,BIOGRID
36,YWHAZ,YWHAZ,NEDD4L,7534,23327,BIOGRID
37,YWHAZ,YWHAQ,YWHAZ,10971,7534,BIOGRID
38,YWHAZ,YWHAZ,TRIM21,7534,6737,BIOGRID
39,YWHAZ,YWHAZ,UBC,7534,7316,BIOGRID
40,YWHAZ,EGFR,YWHAZ,1956,7534,BIOGRID
41,YWHAZ,OPTN,YWHAZ,10133,7534,BIOGRID
42,YWHAZ,YWHAZ,YWHAE,7534,7531,BIOGRID
43,YWHAZ,YWHAE,YWHAZ,7531,7534,BIOGRID
44,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
45,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
46,YWHAZ,YWHAZ,CBL,7534,867,BIOGRID
47,YWHAZ,COPS5,YWHAZ,10987,7534,BIOGRID
48,YWHAZ,YWHAZ,ERRFI1,7534,54206,BIOGRID
49,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
50,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
51,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
52,YWHAZ,YWHAZ,CBL,7534,867,BIOGRID
53,YWHAZ,LRRK2,YWHAZ,120892,7534,BIOGRID
54,YWHAZ,YWHAE,YWHAZ,7531,7534,BIOGRID
55,YWHAZ,BRCA1,YWHAZ,672,7534,BIOGRID
56,YWHAZ,NCOR1,YWHAZ,9611,7534,BIOGRID
57,YWHAZ,VCP,YWHAZ,7415,7534,BIOGRID
58,YWHAZ,FN1,YWHAZ,2335,7534,BIOGRID
59,YWHAZ,YWHAE,YWHAZ,7531,7534,BIOGRID
60,YWHAZ,GRB2,YWHAZ,2885,7534,BIOGRID
61,YWHAZ,Ubc,Ywhaz,50522,25578,BIOGRID
62,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
63,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
64,YWHAZ,SQSTM1,YWHAZ,8878,7534,BIOGRID
65,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
66,YWHAZ,BAG3,YWHAZ,9531,7534,BIOGRID
67,YWHAZ,YWHAZ,BAG3,7534,9531,BIOGRID
68,YWHAZ,BAG3,YWHAZ,9531,7534,BIOGRID
69,YWHAZ,EGFR,YWHAZ,1956,7534,BIOGRID
70,YWHAZ,VCP,YWHAZ,7415,7534,BIOGRID
71,YWHAZ,YWHAE,YWHAZ,7531,7534,BIOGRID
72,YWHAZ,TAB2,YWHAZ,23118,7534,BIOGRID
73,YWHAZ,SSX2IP,YWHAZ,117178,7534,BIOGRID
74,YWHAZ,Gja1,Ywhaz,24392,25578,BIOGRID
75,YWHAZ,YWHAB,YWHAZ,7529,7534,BIOGRID
76,YWHAZ,YWHAZ,LRRK2,7534,120892,BIOGRID
77,YWHAZ,YWHAZ,YWHAE,7534,7531,BIOGRID
78,YWHAZ,YWHAZ,YWHAG,7534,7532,BIOGRID
79,YWHAZ,YWHAZ,YWHAH,7534,7533,BIOGRID
80,YWHAZ,YWHAZ,YWHAQ,7534,10971,BIOGRID
81,YWHAZ,MOV10,YWHAZ,4343,7534,BIOGRID
82,YWHAZ,NXF1,YWHAZ,10482,7534,BIOGRID
83,YWHAZ,EGFR,YWHAZ,1956,7534,BIOGRID
84,YWHAZ,MAP3K5,YWHAZ,4217,7534,BIOGRID
85,YWHAZ,CDK16,YWHAZ,5127,7534,BIOGRID
86,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
87,YWHAZ,MTOR,YWHAZ,2475,7534,BIOGRID
88,YWHAZ,HSPB1,YWHAZ,3315,7534,BIOGRID
89,YWHAZ,YWHAZ,YWHAB,7534,7529,BIOGRID
90,YWHAZ,YWHAZ,YWHAG,7534,7532,BIOGRID
91,YWHAZ,YWHAE,YWHAZ,7531,7534,BIOGRID
92,YWHAZ,YWHAH,YWHAZ,7533,7534,BIOGRID
93,YWHAZ,YWHAZ,XPO1,7534,7514,BIOGRID
94,YWHAZ,YWHAZ,YWHAB,7534,7529,BIOGRID
95,YWHAZ,YWHAZ,YWHAE,7534,7531,BIOGRID
96,YWHAZ,YWHAZ,YWHAG,7534,7532,BIOGRID
97,YWHAZ,YWHAZ,YWHAH,7534,7533,BIOGRID
98,YWHAZ,YWHAH,YWHAZ,7533,7534,BIOGRID
99,YWHAZ,YWHAZ,YWHAQ,7534,10971,BIOGRID
100,YWHAZ,YWHAZ,B4GALT7,7534,11285,BIOGRID
101,YWHAZ,YWHAZ,SDF4,7534,51150,BIOGRID
102,YWHAZ,YWHAZ,COPS7B,7534,64708,BIOGRID
103,YWHAZ,EGFR,YWHAZ,1956,7534,BIOGRID
104,YWHAZ,EGFR,YWHAZ,1956,7534,BIOGRID
105,YWHAZ,MCM2,YWHAZ,4171,7534,BIOGRID
106,YWHAZ,YWHAZ,KIF11,7534,3832,BIOGRID
107,YWHAZ,YWHAZ,TBC1D4,7534,9882,BIOGRID
108,YWHAZ,TBC1D4,YWHAZ,9882,7534,BIOGRID
109,YWHAZ,EP300,YWHAZ,2033,7534,BIOGRID
110,YWHAZ,ERRFI1,YWHAZ,54206,7534,BIOGRID
111,YWHAZ,YWHAZ,RAF1,7534,5894,BIOGRID
112,YWHAZ,YWHAZ,CEP131,7534,22994,BIOGRID
113,YWHAZ,YWHAZ,CEP131,7534,22994,BIOGRID
114,YWHAZ,Fancd2,Ywhaz,211651,22631,BIOGRID
115,YWHAZ,MTOR,YWHAZ,2475,7534,BIOGRID
116,YWHAZ,CYLD,YWHAZ,1540,7534,BIOGRID
117,YWHAZ,TRIM25,YWHAZ,7706,7534,BIOGRID
118,YWHAZ,BRCA1,YWHAZ,672,7534,BIOGRID
119,YWHAZ,YWHAZ,YWHAE,7534,7531,BIOGRID
120,YWHAZ,YWHAZ,TP53,7534,7157,BIOGRID
121,YWHAZ,TARDBP,YWHAZ,23435,7534,BIOGRID
122,YWHAZ,RAF1,YWHAZ,5894,7534,BIOGRID
123,YWHAZ,YWHAG,YWHAZ,7532,7534,BIOGRID
124,YWHAZ,EGLN3,YWHAZ,112399,7534,BIOGRID
125,BRCA1,BRCA1,MSH2,672,4436,BIOGRID
126,BRCA1,BRCA1,MSH2,672,4436,BIOGRID
127,BRCA1,BRCA1,MAP3K3,672,4215,BIOGRID
128,BRCA1,BRCA1,MAP3K3,672,4215,BIOGRID
129,BRCA1,ATR,BRCA1,545,672,BIOGRID
130,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
131,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
132,BRCA1,BRCA1,JUN,672,3725,BIOGRID
133,BRCA1,BRCA1,JUN,672,3725,BIOGRID
134,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
135,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
136,BRCA1,EP300,BRCA1,2033,672,BIOGRID
137,BRCA1,EP300,BRCA1,2033,672,BIOGRID
138,BRCA1,BRCA1,TP53,672,7157,BIOGRID
139,BRCA1,BRCA1,CDK16,672,5127,BIOGRID
140,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
141,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
142,BRCA1,BRCA1,TP53,672,7157,BIOGRID
143,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
144,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
145,BRCA1,BRCA1,TP53,672,7157,BIOGRID
146,BRCA1,BRCA1,TP53,672,7157,BIOGRID
147,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
148,BRCA1,BRCA1,TP53,672,7157,BIOGRID
149,BRCA1,BRCA1,TP53,672,7157,BIOGRID
150,BRCA1,BRCA1,TP53,672,7157,BIOGRID
151,BRCA1,ATR,BRCA1,545,672,BIOGRID
152,BRCA1,PRKDC,BRCA1,5591,672,BIOGRID
153,BRCA1,BRCA1,CREBBP,672,1387,BIOGRID
154,BRCA1,BRCA1,MSH2,672,4436,BIOGRID
155,BRCA1,BRCA1,TP53,672,7157,BIOGRID
156,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
157,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
158,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
159,BRCA1,BRCA1,HDAC1,672,3065,BIOGRID
160,BRCA1,BRCA1,EP300,672,2033,BIOGRID
161,BRCA1,BRCA1,EP300,672,2033,BIOGRID
162,BRCA1,BRCA1,CREBBP,672,1387,BIOGRID
163,BRCA1,BRCA1,EP300,672,2033,BIOGRID
164,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
165,BRCA1,BRCA1,EP300,672,2033,BIOGRID
166,BRCA1,BRCA1,CREBBP,672,1387,BIOGRID
167,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
168,BRCA1,BRCA1,JAK2,672,3717,BIOGRID
169,BRCA1,BRCA1,STAT5A,672,6776,BIOGRID
170,BRCA1,BRCA1,VCP,672,7415,BIOGRID
171,BRCA1,VCP,BRCA1,7415,672,BIOGRID
172,BRCA1,BRCA1,STAT1,672,6772,BIOGRID
173,BRCA1,BRCA1,STAT1,672,6772,BIOGRID
174,BRCA1,STAT1,BRCA1,6772,672,BIOGRID
175,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
176,BRCA1,UBC,BRCA1,7316,672,BIOGRID
177,BRCA1,BRCA1,ATR,672,545,BIOGRID
178,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
179,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
180,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
181,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
182,BRCA1,BRCA1,MSH2,672,4436,BIOGRID
183,BRCA1,BRCA1,RPA1,672,6117,BIOGRID
184,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
185,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
186,BRCA1,BRCA1,HERC2,672,8924,BIOGRID
187,BRCA1,HERC2,BRCA1,8924,672,BIOGRID
188,BRCA1,HERC2,BRCA1,8924,672,BIOGRID
189,BRCA1,BRCA1,TOPBP1,672,11073,BIOGRID
190,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
191,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
192,BRCA1,BRCA1,EP300,672,2033,BIOGRID
193,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
194,BRCA1,BRCA1,UBE2N,672,7334,BIOGRID
195,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
196,BRCA1,BRCA1,UBE2N,672,7334,BIOGRID
197,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
198,BRCA1,BRCA1,UBE2N,672,7334,BIOGRID
199,BRCA1,BRCA1,UBE2N,672,7334,BIOGRID
200,BRCA1,EP300,BRCA1,2033,672,BIOGRID
201,BRCA1,BRCA1,HIST2H2AC,672,8338,BIOGRID
202,BRCA1,BRCA1,TP53,672,7157,BIOGRID
203,BRCA1,UBE2D1,BRCA1,7321,672,BIOGRID
204,BRCA1,PIK3R1,BRCA1,5295,672,BIOGRID
205,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
206,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
207,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
208,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
209,BRCA1,BRCA1,RPA1,672,6117,BIOGRID
210,BRCA1,BRCA1,TOPBP1,672,11073,BIOGRID
211,BRCA1,BRCA1,ATRIP,672,84126,BIOGRID
212,BRCA1,ATR,BRCA1,545,672,BIOGRID
213,BRCA1,ATR,BRCA1,545,672,BIOGRID
214,BRCA1,BRCA1,TARDBP,672,23435,BIOGRID
215,BRCA1,BRCA1,TP53,672,7157,BIOGRID
216,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
217,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
218,BRCA1,BRCA1,TP53,672,7157,BIOGRID
219,BRCA1,TP53,BRCA1,7157,672,BIOGRID
220,BRCA1,ATR,BRCA1,545,672,BIOGRID
221,BRCA1,BRCA1,TP53,672,7157,BIOGRID
222,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
223,BRCA1,TP53,BRCA1,7157,672,BIOGRID
224,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
225,BRCA1,CREBBP,BRCA1,1387,672,BIOGRID
226,BRCA1,ATR,BRCA1,545,672,BIOGRID
227,BRCA1,BRCA1,ATR,672,545,BIOGRID
228,BRCA1,ATR,BRCA1,545,672,BIOGRID
229,BRCA1,BRCA1,MAPK3,672,5595,BIOGRID
230,BRCA1,BRCA1,MAPK1,672,5594,BIOGRID
231,BRCA1,MAPK3,BRCA1,5595,672,BIOGRID
232,BRCA1,MAPK1,BRCA1,5594,672,BIOGRID
233,BRCA1,TP53,BRCA1,7157,672,BIOGRID
234,BRCA1,BRCA1,HIST2H2AC,672,8338,BIOGRID
235,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
236,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
237,BRCA1,BRCA1,UBE2N,672,7334,BIOGRID
238,BRCA1,BRCA1,MTOR,672,2475,BIOGRID
239,BRCA1,BRCA1,ALDH9A1,672,223,BIOGRID
240,BRCA1,BRCA1,CDK9,672,1025,BIOGRID
241,BRCA1,BRCA1,USP2,672,9099,BIOGRID
242,BRCA1,BRCA1,RNF216,672,54476,BIOGRID
243,BRCA1,BRCA1,CDK16,672,5127,BIOGRID
244,BRCA1,BRCA1,YWHAZ,672,7534,BIOGRID
245,BRCA1,BRCA1,PPP6R3,672,55291,BIOGRID
246,BRCA1,BRCA1,ALDH9A1,672,223,BIOGRID
247,BRCA1,USP2,BRCA1,9099,672,BIOGRID
248,BRCA1,BRCA1,XIAP,672,331,BIOGRID
249,BRCA1,BRCA1,XIAP,672,331,BIOGRID
250,BRCA1,BRCA1,RPA1,672,6117,BIOGRID
251,BRCA1,BRCA1,ATR,672,545,BIOGRID
252,BRCA1,BRCA1,TOPBP1,672,11073,BIOGRID
253,BRCA1,BRCA1,HIVEP1,672,3096,BIOGRID
254,BRCA1,EP300,BRCA1,2033,672,BIOGRID
255,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
256,BRCA1,BRCA1,UBC,672,7316,BIOGRID
257,BRCA1,BRCA1,SUZ12,672,23512,BIOGRID
258,BRCA1,HSP90AA1,BRCA1,3320,672,BIOGRID
259,BRCA1,BRCA1,HSP90AA1,672,3320,BIOGRID
260,BRCA1,BECN1,BRCA1,8678,672,BIOGRID
261,BRCA1,BRCA1,ATRIP,672,84126,BIOGRID
262,BRCA1,BRCA1,ATRIP,672,84126,BIOGRID
263,BRCA1,LCK,BRCA1,3932,672,BIOGRID
264,BRCA1,CDK16,BRCA1,5127,672,BIOGRID
265,BRCA1,MAP3K14,BRCA1,9020,672,BIOGRID
266,BRCA1,MID2,BRCA1,11043,672,BIOGRID
267,BRCA1,SSX2IP,BRCA1,117178,672,BIOGRID
268,BRCA1,BRCA1,KIF22,672,3835,BIOGRID
269,BRCA1,BRCA1,RAD21,672,5885,BIOGRID
270,BRCA1,BRCA1,TOPBP1,672,11073,BIOGRID
271,BRCA1,BRCA1,UBE2D1,672,7321,BIOGRID
272,BRCA1,CDK16,BRCA1,5127,672,BIOGRID
273,BRCA1,ITPR1,BRCA1,3708,672,BIOGRID
274,BRCA1,ITPR1,BRCA1,3708,672,BIOGRID
275,BRCA1,ITPR1,BRCA1,3708,672,BIOGRID
276,BRCA1,ITPR1,BRCA1,3708,672,BIOGRID
277,BRCA1,xpo1,brca1,399087,399391,BIOGRID
278,BRCA1,BRCA1,HERC2,672,8924,BIOGRID
279,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
280,BRCA1,PYCARD,BRCA1,29108,672,BIOGRID
281,BRCA1,BRCA1,PYCARD,672,29108,BIOGRID
282,BRCA1,BRCA1,PYCARD,672,29108,BIOGRID
283,BRCA1,Ubc,Brca1,22190,12189,BIOGRID
284,BRCA1,BRCA1,MSH2,672,4436,BIOGRID
285,BRCA1,TOPBP1,BRCA1,11073,672,BIOGRID
286,BRCA1,BRCA1,PPP6R3,672,55291,BIOGRID
287,BRCA1,BRCA1,NUP214,672,8021,BIOGRID
288,BRCA1,BRCA1,HNRNPUL1,672,11100,BIOGRID
289,BRCA1,BRCA1,LMNA,672,4000,BIOGRID
290,BRCA1,BRCA1,HSPB1,672,3315,BIOGRID
291,BRCA1,BRCA1,KHDRBS1,672,10657,BIOGRID
292,BRCA1,BRCA1,RPL23,672,9349,BIOGRID
293,BRCA1,BRCA1,ARIH1,672,25820,BIOGRID
294,BRCA1,BRCA1,YWHAE,672,7531,BIOGRID
295,BRCA1,BRCA1,XPO1,672,7514,BIOGRID
296,BRCA1,BRCA1,YWHAQ,672,10971,BIOGRID
297,BRCA1,BRCA1,YWHAZ,672,7534,BIOGRID
298,BRCA1,BRCA1,ARFGEF2,672,10564,BIOGRID
299,BRCA1,BRCA1,RPTOR,672,57521,BIOGRID
300,BRCA1,BRCA1,EIF3E,672,3646,BIOGRID
301,BRCA1,BRCA1,MCM6,672,4175,BIOGRID
302,BRCA1,BRCA1,VCP,672,7415,BIOGRID
303,BRCA1,BRCA1,HSP90AA1,672,3320,BIOGRID
304,BRCA1,BRCA1,TRIM28,672,10155,BIOGRID
305,BRCA1,BRCA1,PPP6R3,672,55291,BIOGRID
306,BRCA1,BRCA1,KIF11,672,3832,BIOGRID
307,BRCA1,BRCA1,ANXA1,672,301,BIOGRID
308,BRCA1,BRCA1,TKT,672,7086,BIOGRID
309,BRCA1,BRCA1,MOV10,672,4343,BIOGRID
310,BRCA1,BRCA1,MCM2,672,4171,BIOGRID
311,BRCA1,BRCA1,TRIM25,672,7706,BIOGRID
312,BRCA1,ESR1,BRCA1,2099,672,BIOGRID
313,BRCA1,BRCA1,ESR1,672,2099,BIOGRID
314,BRCA1,BRCA1,TP53,672,7157,BIOGRID
315,BRCA1,TP53,BRCA1,7157,672,BIOGRID
316,BRCA1,EGLN3,BRCA1,112399,672,BIOGRID
317,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
318,CFLAR,CASP10,CFLAR,843,8837,BIOGRID
319,CFLAR,RIPK2,CFLAR,8767,8837,BIOGRID
320,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
321,CFLAR,FAS,CFLAR,355,8837,BIOGRID
322,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
323,CFLAR,TRAF1,CFLAR,7185,8837,BIOGRID
324,CFLAR,TRAF2,CFLAR,7186,8837,BIOGRID
325,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
326,CFLAR,CFLAR,CASP10,8837,843,BIOGRID
327,CFLAR,FADD,CFLAR,8772,8837,BIOGRID
328,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
329,CFLAR,CFLAR,CASP10,8837,843,BIOGRID
330,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
331,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
332,CFLAR,FADD,CFLAR,8772,8837,BIOGRID
333,CFLAR,CASP10,CFLAR,843,8837,BIOGRID
334,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
335,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
336,CFLAR,CFLAR,CASP10,8837,843,BIOGRID
337,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
338,CFLAR,FAS,CFLAR,355,8837,BIOGRID
339,CFLAR,TNFRSF10B,CFLAR,8795,8837,BIOGRID
340,CFLAR,TRAF1,CFLAR,7185,8837,BIOGRID
341,CFLAR,TRAF2,CFLAR,7186,8837,BIOGRID
342,CFLAR,TRAF3,CFLAR,7187,8837,BIOGRID
343,CFLAR,CFLAR,TRAF1,8837,7185,BIOGRID
344,CFLAR,RAF1,CFLAR,5894,8837,BIOGRID
345,CFLAR,CFLAR,RAF1,8837,5894,BIOGRID
346,CFLAR,CFLAR,TRAF2,8837,7186,BIOGRID
347,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
348,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
349,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
350,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
351,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
352,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
353,CFLAR,CFLAR,MAP3K14,8837,9020,BIOGRID
354,CFLAR,CFLAR,TP53,8837,7157,BIOGRID
355,CFLAR,CFLAR,ITCH,8837,83737,BIOGRID
356,CFLAR,TP53,CFLAR,7157,8837,BIOGRID
357,CFLAR,RAF1,CFLAR,5894,8837,BIOGRID
358,CFLAR,TNFRSF10B,CFLAR,8795,8837,BIOGRID
359,CFLAR,Fadd,Cflar,14082,12633,BIOGRID
360,CFLAR,CFLAR,TP53,8837,7157,BIOGRID
361,CFLAR,CFLAR,ITCH,8837,83737,BIOGRID
362,CFLAR,TP53,CFLAR,7157,8837,BIOGRID
363,CFLAR,ITCH,CFLAR,83737,8837,BIOGRID
364,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
365,CFLAR,ITCH,CFLAR,83737,8837,BIOGRID
366,CFLAR,CFLAR,ITCH,8837,83737,BIOGRID
367,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
368,CFLAR,TNFRSF10B,CFLAR,8795,8837,BIOGRID
369,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
370,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
371,CFLAR,TNFSF10,CFLAR,8743,8837,BIOGRID
372,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
373,CFLAR,ITCH,CFLAR,83737,8837,BIOGRID
374,CFLAR,TNFRSF10B,CFLAR,8795,8837,BIOGRID
375,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
376,CFLAR,CFLAR,HSP90AA1,8837,3320,BIOGRID
377,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
378,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
379,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
380,CFLAR,TNFSF10,CFLAR,8743,8837,BIOGRID
381,CFLAR,CFLAR,RAF1,8837,5894,BIOGRID
382,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
383,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
384,CFLAR,TRAF1,CFLAR,7185,8837,BIOGRID
385,CFLAR,CASP8,CFLAR,841,8837,BIOGRID
386,CFLAR,CFLAR,FADD,8837,8772,BIOGRID
387,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
388,CFLAR,CFLAR,CASP10,8837,843,BIOGRID
389,CFLAR,CFLAR,TICAM1,8837,148022,BIOGRID
390,CFLAR,Fadd,Cflar,14082,12633,BIOGRID
391,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
392,CFLAR,CFLAR,CASP10,8837,843,BIOGRID
393,CFLAR,FADD,CFLAR,8772,8837,BIOGRID
394,CFLAR,FAS,CFLAR,355,8837,BIOGRID
395,CFLAR,FADD,CFLAR,8772,8837,BIOGRID
396,CFLAR,CFLAR,CASP8,8837,841,BIOGRID
397,CFLAR,CFLAR,TNFRSF1A,8837,7132,BIOGRID
398,DDRGK1,DDRGK1,IMPAD1,65992,54928,BIOGRID
399,DDRGK1,GNAI1,DDRGK1,2770,65992,BIOGRID
400,ushA,ushA,crp,12930849,12933934,BIOGRID
401,NCOR2,HDAC1,NCOR2,3065,9612,BIOGRID
402,NCOR2,NCOR2,HDAC1,9612,3065,BIOGRID
403,NCOR2,NCOR2,NCOR1,9612,9611,BIOGRID
404,NCOR2,NCOR2,SIN3A,9612,25942,BIOGRID
405,NCOR2,NCOR2,HDAC1,9612,3065,BIOGRID
406,NCOR2,NCOR2,SIN3A,9612,25942,BIOGRID
407,NCOR2,JUN,NCOR2,3725,9612,BIOGRID
408,NCOR2,NCOR2,JUN,9612,3725,BIOGRID
409,NCOR2,JUN,NCOR2,3725,9612,BIOGRID
410,NCOR2,NCOR2,JUN,9612,3725,BIOGRID
411,NCOR2,NCOR2,EP300,9612,2033,BIOGRID
412,NCOR2,NCOR2,CREBBP,9612,1387,BIOGRID
413,NCOR2,NCOR2,HDAC1,9612,3065,BIOGRID
414,NCOR2,CHUK,NCOR2,1147,9612,BIOGRID
415,NCOR2,NFKB1,NCOR2,4790,9612,BIOGRID
416,NCOR2,CHUK,NCOR2,1147,9612,BIOGRID
417,NCOR2,ESR1,NCOR2,2099,9612,BIOGRID
418,NCOR2,NCOR2,ESR1,9612,2099,BIOGRID
419,NCOR2,NCOR2,ESR1,9612,2099,BIOGRID
420,NCOR2,ESR1,NCOR2,2099,9612,BIOGRID
421,NCOR2,NCOR2,AP2M1,9612,1173,BIOGRID
422,NCOR2,NCOR2,TNIP2,9612,79155,BIOGRID
423,NCOR2,ESR1,NCOR2,2099,9612,BIOGRID
424,NCOR2,ESR1,NCOR2,2099,9612,BIOGRID
425,NCOR2,NCOR1,NCOR2,9611,9612,BIOGRID
426,NCOR2,TRIM25,NCOR2,7706,9612,BIOGRID
427,NCOR2,EGLN3,NCOR2,112399,9612,BIOGRID
428,FAM3C,FAM3C,SFXN3,10447,81855,BIOGRID
429,FAM3C,ST3GAL4,FAM3C,6484,10447,BIOGRID
430,FAM3C,ST3GAL4,FAM3C,6484,10447,BIOGRID
431,FAM3C,LAMP1,FAM3C,3916,10447,BIOGRID
432,FAM3C,LMNA,FAM3C,4000,10447,BIOGRID
