"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"Q13470","Q13546","TNK1","RIPK1","pred"
"Q13489","Q13546","BIRC3","RIPK1","exp;pred"
"Q13489","Q13568","BIRC3","IRF5","exp;ortho"
"Q13490","Q13546","BIRC2","RIPK1","exp;pred"
"Q13501","Q13546","SQSTM1","RIPK1","exp;ortho;pred"
"Q13501","Q9Y2R2","SQSTM1","PTPN22","pred"
"Q13509","Q13546","TUBB3","RIPK1","pred"
"Q13526","Q13568","PIN1","IRF5","pred"
"Q13535","Q9NSU2","ATR","TREX1","exp"
"Q13546","Q86VP1","RIPK1","TAX1BP1","exp;ortho;pred"
"Q13546","Q9BV68","RIPK1","RNF126","pred"
"Q13546","Q5VST9","RIPK1","OBSCN","pred"
"Q13546","Q9H853","RIPK1","TUBA4B","pred"
"Q13546","Q92616","RIPK1","GCN1","pred"
"Q13546","Q8WZ42","RIPK1","TTN","pred"
"Q13546","Q9NRI5","RIPK1","DISC1","pred"
"Q13546","Q7Z434","RIPK1","MAVS","exp;pred"
"Q13546","Q15831","RIPK1","STK11","pred"
"Q13546","Q9UKE5","RIPK1","TNIK","pred"
"Q13546","Q8IUC6","RIPK1","TICAM1","exp;ortho;pred"
"Q13546","Q86WI3","RIPK1","NLRC5","pred"
"Q13546","Q92997","RIPK1","DVL3","pred"
"Q13546","Q15208","RIPK1","STK38","pred"
"Q13546","Q96RU7","RIPK1","TRIB3","pred"
"Q13546","Q99558","RIPK1","MAP3K14","exp;pred"
"Q13546","Q13627","RIPK1","DYRK1A","pred"
"Q13546","Q5TCY1","RIPK1","TTBK1","pred"
"Q13546","Q9BX69","RIPK1","CARD6","exp"
"Q13546","Q96L34","RIPK1","MARK4","pred"
"Q13546","Q9BYM8","RIPK1","RBCK1","exp;pred"
"Q13546","Q8IW41","RIPK1","MAPKAPK5","pred"
"Q13546","Q96EX3","RIPK1","WDR34","pred"
"Q13546","Q14680","RIPK1","MELK","pred"
"Q13546","Q8NB16","RIPK1","MLKL","exp;pred"
"Q13546","Q9UKJ0","RIPK1","PILRB","pred"
"Q13546","Q16666","RIPK1","IFI16","pred"
"Q13546","Q9H093","RIPK1","NUAK2","pred"
"Q13546","Q9Y239","RIPK1","NOD1","pred"
"Q13546","Q13813","RIPK1","SPTAN1","pred"
"Q13546","Q8TAS1","RIPK1","UHMK1","pred"
"Q13546","Q6P3R8","RIPK1","NEK5","pred"
"Q13546","Q9NVI7","RIPK1","ATAD3A","pred"
"Q13546","Q92985","RIPK1","IRF7","exp;pred"
"Q13546","Q6SA08","RIPK1","TSSK4","pred"
"Q13546","Q9UL46","RIPK1","PSME2","pred"
"Q13546","Q9H3D4","RIPK1","TP63","pred"
"Q13546","Q9NY61","RIPK1","AATF","pred"
"Q13546","Q14790","RIPK1","CASP8","exp;ortho;pred"
"Q13546","Q9NY65","RIPK1","TUBA8","pred"
"Q13546","Q6WCQ1","RIPK1","MPRIP","pred"
"Q13546","Q9HBH9","RIPK1","MKNK2","pred"
"Q13546","Q9UNE7","RIPK1","STUB1","pred"
"Q13546","Q8WXF8","RIPK1","DEDD2","pred"
"Q13546","Q69YQ0","RIPK1","SPECC1L","pred"
"Q13546","Q99832","RIPK1","CCT7","pred"
"Q13546","Q8IWL3","RIPK1","HSCB","exp"
"Q13546","Q8WWZ3","RIPK1","EDARADD","pred"
"Q13546","Q96CV9","RIPK1","OPTN","exp;ortho;pred"
"Q13546","Q92626","RIPK1","PXDN","pred"
"Q13546","Q8NFZ5","RIPK1","TNIP2","pred"
"Q13546","Q96RR4","RIPK1","CAMKK2","pred"
"Q13546","Q8IVH8","RIPK1","MAP4K3","pred"
"Q13546","Q9BUF5","RIPK1","TUBB6","pred"
"Q13546","Q15233","RIPK1","NONO","pred"
"Q13546","Q5ZPR3","RIPK1","CD276","pred"
"Q13546","Q99986","RIPK1","VRK1","pred"
"Q13546","Q15303","RIPK1","ERBB4","pred"
"Q13546","Q16760","RIPK1","DGKD","pred"
"Q13546","Q8WXG6","RIPK1","MADD","pred"
"Q13546","Q9BZL6","RIPK1","PRKD2","pred"
"Q13546","Q9H6Z9","RIPK1","EGLN3","exp"
"Q13546","Q86Z02","RIPK1","HIPK1","pred"
"Q13546","Q9UIK4","RIPK1","DAPK2","pred"
"Q13546","Q96RJ3","RIPK1","TNFRSF13C","pred"
"Q13546","Q9NWB7","RIPK1","IFT57","pred"
"Q13546","Q9H1R3","RIPK1","MYLK2","pred"
"Q13546","Q96FA3","RIPK1","PELI1","exp;pred"
"Q13546","Q9UBC5","RIPK1","MYO1A","pred"
"Q13546","Q16620","RIPK1","NTRK2","pred"
"Q13546","Q14449","RIPK1","GRB14","pred"
"Q13546","Q9BUZ4","RIPK1","TRAF4","pred"
"Q13546","Q96SL4","RIPK1","GPX7","exp"
"Q13546","Q6ZMP0","RIPK1","THSD4","exp"
"Q13546","Q9Y572","RIPK1","RIPK3","exp;ortho;pred"
"Q13546","Q16543","RIPK1","CDC37","exp;pred"
"Q13546","Q96RU8","RIPK1","TRIB1","pred"
"Q13546","Q9P0L2","RIPK1","MARK1","pred"
"Q13546","Q9HC29","RIPK1","NOD2","exp;pred"
"Q13546","Q13873","RIPK1","BMPR2","pred"
"Q13546","Q9Y3M8","RIPK1","STARD13","pred"
"Q13546","Q9Y6A5","RIPK1","TACC3","pred"
"Q13546","Q96RG2","RIPK1","PASK","pred"
"Q13546","Q92918","RIPK1","MAP4K1","pred"
"Q13546","Q99640","RIPK1","PKMYT1","pred"
"Q13546","Q99683","RIPK1","MAP3K5","pred"
"Q13546","Q86XP1","RIPK1","DGKH","pred"
"Q13546","Q9Y6Q9","RIPK1","NCOA3","pred"
"Q13546","Q99836","RIPK1","MYD88","pred"
"Q13546","Q9Y6U3","RIPK1","SCIN","pred"
"Q13546","Q15628","RIPK1","TRADD","exp;ortho;pred"
"Q13546","Q96BR1","RIPK1","SGK3","pred"
"Q13546","Q15109","RIPK1","AGER","pred"
"Q13546","Q13557","RIPK1","CAMK2D","pred"
"Q13546","Q16643","RIPK1","DBN1","pred"
"Q13546","Q6GQQ9","RIPK1","OTUD7B","pred"
"Q13546","Q9HAV0","RIPK1","GNB4","pred"
"Q13546","Q7RTN6","RIPK1","STRADA","pred"
"Q13546","Q86UR1","RIPK1","NOXA1","pred"
"Q13546","Q96GD4","RIPK1","AURKB","pred"
"Q13546","Q8N0X7","RIPK1","SPART","pred"
"Q13546","Q14289","RIPK1","PTK2B","pred"
"Q13546","Q14257","RIPK1","RCN2","exp;pred"
"Q13546","Q8NEV4","RIPK1","MYO3A","pred"
"Q13546","Q92844","RIPK1","TANK","exp;ortho;pred"
"Q13546","Q9H171","RIPK1","ZBP1","exp;ortho;pred"
"Q13546","Q9P286","RIPK1","PAK5","pred"
"Q13546","Q8NET5","RIPK1","NFAM1","pred"
"Q13546","Q9Y2G2","RIPK1","CARD8","pred"
"Q13546","Q9NYV4","RIPK1","CDK12","pred"
"Q13546","Q9Y6R0","RIPK1","NUMBL","exp"
"Q13546","Q9H1Y0","RIPK1","ATG5","ortho;pred"
"Q13546","Q5VVQ6","RIPK1","YOD1","exp"
"Q13546","Q86Y07","RIPK1","VRK2","pred"
"Q13546","Q5TCX8","RIPK1","MAP3K21","pred"
"Q13546","Q9Y2U5","RIPK1","MAP3K2","pred"
"Q13546","Q16539","RIPK1","MAPK14","pred"
"Q13546","Q86SG6","RIPK1","NEK8","pred"
"Q13546","Q9BQI3","RIPK1","EIF2AK1","pred"
"Q13546","Q9P246","RIPK1","STIM2","pred"
"Q13546","Q96GX9","RIPK1","APIP","pred"
"Q13546","Q15121","RIPK1","PEA15","pred"
"Q13546","Q99835","RIPK1","SMO","pred"
"Q13546","Q9H0K1","RIPK1","SIK2","pred"
"Q13546","Q68D86","RIPK1","CCDC102B","pred"
"Q13546","Q9NYJ8","RIPK1","TAB2","exp;pred"
"Q13546","Q5VV17","RIPK1","OTUD1","exp"
"Q13546","Q9BQI0","RIPK1","AIF1L","pred"
"Q13546","Q5VWQ8","RIPK1","DAB2IP","exp"
"Q13546","Q9HAU4","RIPK1","SMURF2","pred"
"Q13546","Q9BXL7","RIPK1","CARD11","ortho;pred"
"Q13546","Q9Y6K9","RIPK1","IKBKG","exp;ortho;pred"
"Q13546","Q13705","RIPK1","ACVR2B","pred"
"Q13546","Q9NP84","RIPK1","TNFRSF12A","pred"
"Q13546","Q8TDR0","RIPK1","TRAF3IP1","pred"
"Q13546","Q14160","RIPK1","SCRIB","pred"
"Q13546","Q9UJU6","RIPK1","DBNL","pred"
"Q13546","Q8NFA2","RIPK1","NOXO1","pred"
"Q13546","Q15797","RIPK1","SMAD1","pred"
"Q13546","Q9NWF9","RIPK1","RNF216","exp;pred"
"Q13546","Q9UHB6","RIPK1","LIMA1","pred"
"Q13546","Q9ULZ3","RIPK1","PYCARD","exp;pred"
"Q13546","Q9UQM7","RIPK1","CAMK2A","pred"
"Q13546","Q96J02","RIPK1","ITCH","exp;ortho;pred"
"Q13546","Q9UBS0","RIPK1","RPS6KB2","pred"
"Q13546","Q8N4C8","RIPK1","MINK1","pred"
"Q13546","Q9Y5U5","RIPK1","TNFRSF18","pred"
"Q13546","Q9UM54","RIPK1","MYO6","pred"
"Q13546","Q96BH1","RIPK1","RNF25","pred"
"Q13546","Q9Y6R4","RIPK1","MAP3K4","pred"
"Q13546","Q99728","RIPK1","BARD1","pred"
"Q13546","Q14164","RIPK1","IKBKE","pred"
"Q13546","Q9Y616","RIPK1","IRAK3","pred"
"Q13546","Q9H422","RIPK1","HIPK3","pred"
"Q13546","Q8TEL6","RIPK1","TRPC4AP","exp;pred"
"Q13546","Q9BWT7","RIPK1","CARD10","pred"
"Q13546","Q71U36","RIPK1","TUBA1A","pred"
"Q13546","Q92851","RIPK1","CASP10","exp;pred"
"Q13546","Q9Y2H1","RIPK1","STK38L","pred"
"Q13546","Q9GZS3","RIPK1","WDR61","pred"
"Q13546","Q96EP0","RIPK1","RNF31","exp;pred"
"Q13546","Q9BRK5","RIPK1","SDF4","pred"
"Q13546","Q7L7X3","RIPK1","TAOK1","pred"
"Q13546","Q8N5F7","RIPK1","NKAP","pred"
"Q13546","Q96HS1","RIPK1","PGAM5","exp"
"Q13546","Q9UL54","RIPK1","TAOK2","pred"
"Q13546","Q9Y5A7","RIPK1","NUB1","pred"
"Q13546","Q16644","RIPK1","MAPKAPK3","pred"
"Q13546","Q9HAT8","RIPK1","PELI2","pred"
"Q13546","Q13748","RIPK1","TUBA3C;TUBA3D","exp;pred"
"Q13546","Q86XR7","RIPK1","TICAM2","pred"
"Q13546","Q99933","RIPK1","BAG1","pred"
"Q13546","Q9HAV5","RIPK1","EDA2R","pred"
"Q13546","Q9UDY8","RIPK1","MALT1","ortho;pred"
"Q13546","Q15418","RIPK1","RPS6KA1","pred"
"Q13546","Q16288","RIPK1","NTRK3","pred"
"Q13546","Q9HB75","RIPK1","PIDD1","exp;pred"
"Q13546","Q9ULV4","RIPK1","CORO1C","pred"
"Q13546","Q9BXA6","RIPK1","TSSK6","pred"
"Q13546","Q9NZS9","RIPK1","BFAR","pred"
"Q13546","Q8WZ73","RIPK1","RFFL","exp"
"Q13546","Q96G74","RIPK1","OTUD5","pred"
"Q13546","Q6P9H4","RIPK1","CNKSR3","pred"
"Q13546","Q8N2I9","RIPK1","STK40","pred"
"Q13546","Q9BWF2","RIPK1","TRAIP","pred"
"Q13546","Q9Y4K4","RIPK1","MAP4K5","pred"
"Q13546","Q13586","RIPK1","STIM1","pred"
"Q13546","Q9H6S1","RIPK1","AZI2","pred"
"Q13546","Q93038","RIPK1","TNFRSF25","exp;pred"
"Q13546","Q15326","RIPK1","ZMYND11","pred"
"Q13546","Q9Y230","RIPK1","RUVBL2","pred"
"Q13546","Q5T1R4","RIPK1","HIVEP3","pred"
"Q13546","Q15746","RIPK1","MYLK","pred"
"Q13546","Q9NXR7","RIPK1","BABAM2","pred"
"Q13546","Q9Y6Q5","RIPK1","AP1M2","exp"
"Q13546","Q15311","RIPK1","RALBP1","pred"
"Q13546","Q9UK80","RIPK1","USP21","exp"
"Q13546","Q8NE63","RIPK1","HIPK4","pred"
"Q13546","Q9P0K7","RIPK1","RAI14","pred"
"Q13546","Q9BXA7","RIPK1","TSSK1B","pred"
"Q13546","Q14653","RIPK1","IRF3","pred"
"Q13546","Q9UBE8","RIPK1","NLK","pred"
"Q13546","Q9UMW8","RIPK1","USP18","pred"
"Q13546","Q96AB6","RIPK1","NTAN1","exp"
"Q13546","Q6Q0C0","RIPK1","TRAF7","pred"
"Q13546","Q96MN2","RIPK1","NLRP4","pred"
"Q13546","Q9BVA1","RIPK1","TUBB2B","pred"
"Q13546","Q9Y281","RIPK1","CFL2","pred"
"Q13546","Q76MJ5","RIPK1","ERN2","pred"
"Q13546","Q96EY1","RIPK1","DNAJA3","pred"
"Q13546","Q14511","RIPK1","NEDD9","pred"
"Q13546","Q8N2H9","RIPK1","PELI3","pred"
"Q13546","Q9UHY1","RIPK1","NRBP1","pred"
"Q13546","Q9NWZ3","RIPK1","IRAK4","pred"
"Q13546","Q8IVM0","RIPK1","CCDC50","exp;pred"
"Q13546","Q9NS68","RIPK1","TNFRSF19","pred"
"Q13546","Q9NR96","RIPK1","TLR9","pred"
"Q13546","Q13576","RIPK1","IQGAP2","pred"
"Q13546","Q9P212","RIPK1","PLCE1","pred"
"Q13546","Q9H857","RIPK1","NT5DC2","pred"
"Q13546","Q9NX02","RIPK1","NLRP2","pred"
"Q13546","Q9UKL3","RIPK1","CASP8AP2","pred"
"Q13546","Q3ZCQ8","RIPK1","TIMM50","exp;pred"
"Q13546","Q16665","RIPK1","HIF1A","pred"
"Q13546","Q6PHR2","RIPK1","ULK3","pred"
"Q13546","Q9Y4K3","RIPK1","TRAF6","ortho;pred"
"Q13546","Q92956","RIPK1","TNFRSF14","pred"
"Q13546","Q9UBN7","RIPK1","HDAC6","pred"
"Q13546","Q8N163","RIPK1","CCAR2","pred"
"Q13546","Q9Y3C5","RIPK1","RNF11","exp;ortho;pred"
"Q13546","Q96CG3","RIPK1","TIFA","pred"
"Q13546","Q9H257","RIPK1","CARD9","pred"
"Q13546","Q8WXC3","RIPK1","PYDC1","pred"
"Q13546","Q9HC98","RIPK1","NEK6","pred"
"Q13546","Q13554","RIPK1","CAMK2B","pred"
"Q13546","Q9NYY3","RIPK1","PLK2","pred"
"Q13546","Q96RN5","RIPK1","MED15","pred"
"Q13546","Q92734","RIPK1","TFG","pred"
"Q13546","Q15750","RIPK1","TAB1","pred"
"Q13546","Q9NQC7","RIPK1","CYLD","exp;ortho;pred"
"Q13546","Q92519","RIPK1","TRIB2","pred"
"Q13546","Q9NR28","RIPK1","DIABLO","pred"
"Q13546","Q9UHD2","RIPK1","TBK1","pred"
"Q13546","Q16531","RIPK1","DDB1","pred"
"Q13546","Q9Y6N7","RIPK1","ROBO1","pred"
"Q13546","Q99584","RIPK1","S100A13","pred"
"Q13546","Q9Y265","RIPK1","RUVBL1","pred"
"Q13546","Q9Y6Q6","RIPK1","TNFRSF11A","pred"
"Q13546","Q9HAZ1","RIPK1","CLK4","pred"
"Q13546","Q9UEE5","RIPK1","STK17A","pred"
"Q13546","Q99759","RIPK1","MAP3K3","exp;ortho;pred"
"Q13546","Q7Z2Y5","RIPK1","NRK","pred"
"Q13546","Q96DZ5","RIPK1","CLIP3","exp"
"Q13546","Q9P1W9","RIPK1","PIM2","pred"
"Q13546","Q9BZF9","RIPK1","UACA","pred"
"Q13546","Q99650","RIPK1","OSMR","pred"
"Q13546","Q9NYL2","RIPK1","MAP3K20","pred"
"Q13546","Q9UQC1","RIPK1","HSP70-1","exp"
"Q13546","Q9NQB0","RIPK1","TCF7L2","pred"
"Q13546","Q6GPH4","RIPK1","XAF1","exp"
"Q13546","Q16584","RIPK1","MAP3K11","pred"
"Q13546","Q9UER7","RIPK1","DAXX","exp;pred"
"Q13546","Q92630","RIPK1","DYRK2","pred"
"Q13546","Q9H2K8","RIPK1","TAOK3","pred"
"Q13546","Q8WVQ1","RIPK1","CANT1","pred"
"Q13546","Q16512","RIPK1","PKN1","pred"
"Q13546","Q9UBI6","RIPK1","GNG12","pred"
"Q13546","Q13601","RIPK1","KRR1","pred"
"Q13546","Q8TD08","RIPK1","MAPK15","pred"
"Q13546","Q71UM5","RIPK1","RPS27L","pred"
"Q13546","Q93009","RIPK1","USP7","pred"
"Q13546","Q6P5Z2","RIPK1","PKN3","pred"
"Q13546","Q92934","RIPK1","BAD","pred"
"Q13546","Q9Y5S2","RIPK1","CDC42BPB","exp"
"Q13546","Q8IWU2","RIPK1","LMTK2","pred"
"Q13546","Q15835","RIPK1","GRK1","pred"
"Q13546","Q9UDY4","RIPK1","DNAJB4","pred"
"Q13546","Q9C0K7","RIPK1","STRADB","pred"
"Q13546","Q8N5C8","RIPK1","TAB3","pred"
"Q13546","Q16832","RIPK1","DDR2","pred"
"Q13546","Q9H2X6","RIPK1","HIPK2","pred"
"Q13546","Q7KZI7","RIPK1","MARK2","pred"
"Q13546","Q9NSY1","RIPK1","BMP2K","pred"
"Q13546","Q9UM73","RIPK1","ALK","pred"
"Q13546","Q96J92","RIPK1","WNK4","pred"
"Q13546","Q13546","RIPK1","RIPK1","exp"
"Q13546","Q5S007","RIPK1","LRRK2","exp"
"Q13547","Q13568","HDAC1","IRF5","exp"
"Q13547","Q14765","HDAC1","STAT4","pred"
"Q13554","Q14765","CAMK2B","STAT4","pred"
"Q13568","Q13568","IRF5","IRF5","exp"
"Q13568","Q14765","IRF5","STAT4","pred"
"Q13568","Q14653","IRF5","IRF3","exp;pred"
"Q13568","Q15796","IRF5","SMAD2","pred"
"Q13568","Q9NR96","IRF5","TLR9","pred"
"Q13568","Q9Y3R0","IRF5","GRIP1","pred"
"Q13568","Q8IUC6","IRF5","TICAM1","pred"
"Q13568","Q9Y618","IRF5","NCOR2","exp"
"Q13568","Q9P1Y6","IRF5","PHRF1","pred"
"Q13568","Q9Y265","IRF5","RUVBL1","pred"
"Q13568","Q15399","IRF5","TLR1","pred"
"Q13568","Q96ST3","IRF5","SIN3A","exp"
"Q13568","Q9Y2C9","IRF5","TLR6","pred"
"Q13568","Q92985","IRF5","IRF7","exp;pred"
"Q13568","Q13748","IRF5","TUBA3C;TUBA3D","pred"
"Q13568","Q9P0L1","IRF5","ZKSCAN7","pred"
"Q13568","Q9Y616","IRF5","IRAK3","pred"
"Q13568","Q92831","IRF5","KAT2B","exp;pred"
"Q13568","Q7Z434","IRF5","MAVS","exp"
"Q13568","Q15797","IRF5","SMAD1","pred"
"Q13568","Q9UNS2","IRF5","COPS3","exp"
"Q13568","Q9H9Q2","IRF5","COPS7B","exp"
"Q13568","Q99836","IRF5","MYD88","exp;ortho;pred"
"Q13568","Q9UHD2","IRF5","TBK1","exp;pred"
"Q13568","Q7L5N1","IRF5","COPS6","exp"
"Q13568","Q9NPH3","IRF5","IL1RAP","pred"
"Q13568","Q16543","IRF5","CDC37","pred"
"Q13568","Q9NPF7","IRF5","IL23A","exp"
"Q13568","Q15047","IRF5","SETDB1","exp"
"Q13568","Q9Y6K9","IRF5","IKBKG","pred"
"Q13568","Q92793","IRF5","CREBBP","exp;pred"
"Q13568","Q99627","IRF5","COPS8","exp"
"Q13568","Q9BX10","IRF5","GTPBP2","exp"
"Q13568","Q9NWZ3","IRF5","IRAK4","pred"
"Q13568","Q86WV6","IRF5","TMEM173","pred"
"Q13568","Q9Y4K3","IRF5","TRAF6","exp;ortho;pred"
"Q13568","Q15418","IRF5","RPS6KA1","pred"
"Q13568","Q9C019","IRF5","TRIM15","exp"
"Q13568","Q15306","IRF5","IRF4","pred"
"Q13568","Q14164","IRF5","IKBKE","exp;pred"
"Q13568","Q96P48","IRF5","ARAP1","pred"
"Q13568","Q92905","IRF5","COPS5","exp"
"Q13568","Q9BT78","IRF5","COPS4","exp"
"Q13568","Q92844","IRF5","TANK","pred"
"Q13609","Q96CA5","DNASE1L3","BIRC7","pred"
"Q13609","Q92874","DNASE1L3","DNASE1L2","pred"
"Q13651","Q14765","IL10RA","STAT4","pred"
"Q13761","Q14765","RUNX3","STAT4","pred"
"Q13882","Q14765","PTK6","STAT4","pred"
"Q13887","Q9NSU2","KLF5","TREX1","pred"
"Q13976","Q9Y2R2","PRKG1","PTPN22","pred"
"Q14114","Q14765","LRP8","STAT4","pred"
"Q14213","Q14765","EBI3","STAT4","pred"
"Q14289","Q14765","PTK2B","STAT4","pred"
"Q14289","Q9Y2R2","PTK2B","PTPN22","pred"
"Q14571","Q8NDB2","ITPR2","BANK1","exp;pred"
"Q14643","Q8NDB2","ITPR1","BANK1","exp;pred"
"Q14653","Q14765","IRF3","STAT4","pred"
"Q14765","Q9ULZ2","STAT4","STAP1","pred"
"Q14765","Q9H3Y6","STAT4","SRMS","pred"
"Q14765","Q7KZ85","STAT4","SUPT6H","pred"
"Q14765","Q99665","STAT4","IL12RB2","exp;pred"
"Q14765","Q9NSE2","STAT4","CISH","pred"
"Q14765","Q9UGK3","STAT4","STAP2","pred"
"Q14765","Q9UL17","STAT4","TBX21","pred"
"Q14765","Q7Z7K2","STAT4","ZNF467","exp;ortho"
"Q14765","Q9NP31","STAT4","SH2D2A","pred"
"Q14765","Q92985","STAT4","IRF7","pred"
"Q14765","Q14765","STAT4","STAT4","exp;ortho"
"Q14765","Q9NWQ8","STAT4","PAG1","ortho"
"Q14765","Q15303","STAT4","ERBB4","pred"
"Q14765","Q96JY6","STAT4","PDLIM2","exp;ortho;pred"
"Q14765","Q15306","STAT4","IRF4","pred"
"Q14765","Q8N2W9","STAT4","PIAS4","pred"
"Q14765","Q16539","STAT4","MAPK14","exp"
"Q14765","Q8IWV1","STAT4","LAX1","pred"
"Q14765","Q92793","STAT4","CREBBP","exp;pred"
"Q14765","Q96S38","STAT4","RPS6KC1","pred"
"Q14765","Q8NEV9","STAT4","IL27","pred"
"Q15013","Q9Y2R2","MAD2L1BP","PTPN22","exp"
"Q15116","Q9BXS9","PDCD1","SLC26A6","exp"
"Q15116","Q9Y619","PDCD1","SLC25A15","exp"
"Q15116","Q9BV35","PDCD1","SLC25A23","exp"
"Q15116","Q96HW7","PDCD1","INTS4","exp"
"Q15116","Q9NZ71","PDCD1","RTEL1","exp"
"Q15116","Q9UK39","PDCD1","NOCT","exp"
"Q15116","Q96AG3","PDCD1","SLC25A46","exp"
"Q15116","Q8IWF6","PDCD1","DENND6A","exp"
"Q15116","Q96KC2","PDCD1","ARL5B","exp"
"Q15116","Q8TCT6","PDCD1","SPPL3","exp"
"Q15116","Q96A46","PDCD1","SLC25A28","exp"
"Q15116","Q8NEY1","PDCD1","NAV1","exp"
"Q15116","Q8NCG7","PDCD1","DAGLB","exp"
"Q15116","Q9UL18","PDCD1","AGO1","exp"
"Q15116","Q6PJF5","PDCD1","RHBDF2","exp"
"Q15116","Q8WUD6","PDCD1","CHPT1","exp"
"Q15116","Q9Y519","PDCD1","TMEM184B","exp"
"Q15116","Q9Y6D5","PDCD1","ARFGEF2","exp"
"Q15116","Q9P0V3","PDCD1","SH3BP4","exp"
"Q15116","Q9UIA9","PDCD1","XPO7","exp"
"Q15116","Q9BWM7","PDCD1","SFXN3","exp"
"Q15116","Q8IZQ1","PDCD1","WDFY3","exp"
"Q15116","Q8NCW6","PDCD1","GALNT11","exp"
"Q15116","Q9NVH2","PDCD1","INTS7","exp"
"Q15116","Q8IY17","PDCD1","PNPLA6","exp"
"Q15116","Q9UBH6","PDCD1","XPR1","exp"
"Q15116","Q8WWX8","PDCD1","SLC5A11","pred"
"Q15116","Q9BXB1","PDCD1","LGR4","exp"
"Q15116","Q9NZQ7","PDCD1","CD274","exp;ortho;pred"
"Q15116","Q8IUX1","PDCD1","TMEM126B","exp"
"Q15116","Q8IU60","PDCD1","DCP2","exp"
"Q15116","Q969H6","PDCD1","POP5","exp"
"Q15116","Q8N122","PDCD1","RPTOR","exp"
"Q15116","Q6AI08","PDCD1","HEATR6","exp"
"Q15116","Q9BQ51","PDCD1","PDCD1LG2","exp;ortho;pred"
"Q15116","Q9BUV8","PDCD1","C20orf24","exp"
"Q15116","Q8NE86","PDCD1","MCU","exp"
"Q15116","Q9H4I9","PDCD1","SMDT1","exp"
"Q15116","Q9UGJ1","PDCD1","TUBGCP4","exp"
"Q15116","Q92520","PDCD1","FAM3C","exp"
"Q15256","Q9Y2R2","PTPRR","PTPN22","pred"
"Q15262","Q9Y2R2","PTPRK","PTPN22","pred"
"Q15293","Q9Y2R2","RCN1","PTPN22","exp"
"Q15303","Q9Y2R2","ERBB4","PTPN22","pred"
"Q15573","Q9NSU2","TAF1A","TREX1","pred"
"Q15678","Q9Y2R2","PTPN14","PTPN22","pred"
"Q16644","Q9Y2R2","MAPKAPK3","PTPN22","pred"
"Q16690","Q9Y2R2","DUSP5","PTPN22","pred"
"Q16795","Q9Y2R2","NDUFA9","PTPN22","exp"
"Q16825","Q9Y2R2","PTPN21","PTPN22","pred"
"Q16827","Q9Y2R2","PTPRO","PTPN22","pred"
"Q16849","Q9Y2R2","PTPRN","PTPN22","pred"
"Q16851","Q9Y2R2","UGP2","PTPN22","pred"
"Q29980","Q9Y2R2","MICB","PTPN22","pred"
"Q2KHM9","Q9Y2R2","KIAA0753","PTPN22","exp"
"Q2M1P5","Q9Y2R2","KIF7","PTPN22","exp"
"Q4JDL3","Q9Y2R2","PTPN20","PTPN22","pred"
"Q53T94","Q9NSU2","TAF1B","TREX1","pred"
"Q6P4A7","Q9Y2R2","SFXN4","PTPN22","exp"
"Q6PIZ9","Q9Y2R2","TRAT1","PTPN22","pred"
"Q76I76","Q9Y2R2","SSH2","PTPN22","pred"
"Q86WV1","Q9Y2R2","SKAP1","PTPN22","pred"
"Q86WX3","Q9Y2R2","RPS19BP1","PTPN22","exp"
"Q86YT6","Q9Y2R2","MIB1","PTPN22","exp"
"Q8IUD6","Q9Y2R2","RNF135","PTPN22","pred"
"Q8IY31","Q9NSU2","IFT20","TREX1","exp"
"Q8N720","Q9Y2R2","ZNF655","PTPN22","pred"
"Q8NET5","Q9Y2R2","NFAM1","PTPN22","pred"
"Q8TE67","Q9Y2R2","EPS8L3","PTPN22","pred"
"Q8TE68","Q9Y2R2","EPS8L1","PTPN22","pred"
"Q8TE77","Q9Y2R2","SSH3","PTPN22","pred"
"Q8WWC4","Q9Y2R2","MAIP1","PTPN22","exp"
"Q8WXW3","Q9Y2R2","PIBF1","PTPN22","exp"
"Q8WYL5","Q9Y2R2","SSH1","PTPN22","pred"
"Q92729","Q9Y2R2","PTPRU","PTPN22","pred"
"Q92835","Q9Y2R2","INPP5D","PTPN22","pred"
"Q92918","Q9Y2R2","MAP4K1","PTPN22","pred"
"Q92932","Q9Y2R2","PTPRN2","PTPN22","pred"
"Q96DN5","Q9Y2R2","TBC1D31","PTPN22","exp"
"Q96F15","Q9Y2R2","GIMAP5","PTPN22","pred"
"Q96G03","Q9Y2R2","PGM2","PTPN22","pred"
"Q96M89","Q9Y2R2","CCDC138","PTPN22","exp"
"Q99062","Q9Y2R2","CSF3R","PTPN22","pred"
"Q99952","Q9Y2R2","PTPN18","PTPN22","pred"
"Q9BQ50","Q9NSU2","TREX2","TREX1","pred"
"Q9BQB6","Q9NSU2","VKORC1","TREX1","exp"
"Q9BRK4","Q9Y2R2","LZTS2","PTPN22","exp"
"Q9BRK5","Q9Y2R2","SDF4","PTPN22","exp"
"Q9BY32","Q9Y2R2","ITPA","PTPN22","pred"
"Q9BZS1","Q9Y2R2","FOXP3","PTPN22","ortho"
"Q9GZY6","Q9Y2R2","LAT2","PTPN22","pred"
"Q9H204","Q9Y2R2","MED28","PTPN22","pred"
"Q9H3S7","Q9Y2R2","PTPN23","PTPN22","pred"
