,Gene,Official_A,Official_B,UniProt_A,UniProt_B,Source
1091,TREX1,ATRIP,ATR,84126,545,BIOGRID
1092,TREX1,ATRIP,ATR,84126,545,BIOGRID
1093,TREX1,ATRIP,ATM,84126,472,BIOGRID
1094,TREX1,ATRIP,ATR,84126,545,BIOGRID
1095,TREX1,ATRIP,PRKDC,84126,5591,BIOGRID
1096,TREX1,ATRIP,ATM,84126,472,BIOGRID
1097,TREX1,ATRIP,NBN,84126,4683,BIOGRID
1098,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1099,TREX1,ATRIP,HERC2,84126,8924,BIOGRID
1100,TREX1,ATRIP,MCM2,84126,4171,BIOGRID
1101,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1102,TREX1,TOPBP1,ATRIP,11073,84126,BIOGRID
1103,TREX1,ATR,ATRIP,545,84126,BIOGRID
1104,TREX1,VKORC1,TREX1,79001,11277,BIOGRID
1105,TREX1,IKBKG,ATRIP,8517,84126,BIOGRID
1106,TREX1,ATR,ATRIP,545,84126,BIOGRID
1107,TREX1,CINP,ATRIP,51550,84126,BIOGRID
1108,TREX1,ATRIP,CINP,84126,51550,BIOGRID
1109,TREX1,ATR,ATRIP,545,84126,BIOGRID
1110,TREX1,ATRIP,CINP,84126,51550,BIOGRID
1111,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1112,TREX1,RPA2,ATRIP,6118,84126,BIOGRID
1113,TREX1,RPA3,ATRIP,6119,84126,BIOGRID
1114,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1115,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1116,TREX1,MOS,ATRIP,4342,84126,BIOGRID
1117,TREX1,MX2,ATRIP,4600,84126,BIOGRID
1118,TREX1,CDK16,ATRIP,5127,84126,BIOGRID
1119,TREX1,SCG2,ATRIP,7857,84126,BIOGRID
1120,TREX1,CDC23,ATRIP,8697,84126,BIOGRID
1121,TREX1,POLR1C,ATRIP,9533,84126,BIOGRID
1122,TREX1,SPRY2,ATRIP,10253,84126,BIOGRID
1123,TREX1,MID2,ATRIP,11043,84126,BIOGRID
1124,TREX1,TREX1,KRTAP10-7,11277,386675,BIOGRID
1125,TREX1,FAM156A,ATRIP,29057,84126,BIOGRID
1126,TREX1,CINP,ATRIP,51550,84126,BIOGRID
1127,TREX1,FAM208B,ATRIP,54906,84126,BIOGRID
1128,TREX1,CCDC28B,ATRIP,79140,84126,BIOGRID
1129,TREX1,ATRIP,LNX1,84126,84708,BIOGRID
1130,TREX1,ATRIP,C1orf94,84126,84970,BIOGRID
1131,TREX1,ATRIP,METTL21A,84126,151194,BIOGRID
1132,TREX1,MOV10,TREX1,4343,11277,BIOGRID
1133,TREX1,NXF1,TREX1,10482,11277,BIOGRID
1134,TREX1,TREX1,UBQLN1,11277,29979,BIOGRID
1135,TREX1,TREX1,UBQLN1,11277,29979,BIOGRID
1136,TREX1,PNKD,ATRIP,25953,84126,BIOGRID
1137,TREX1,GDA,ATRIP,9615,84126,BIOGRID
1138,TREX1,ATRIP,NPEPL1,84126,79716,BIOGRID
1139,TREX1,TREX1,CHCHD2,11277,51142,BIOGRID
1140,TREX1,TREX1,RAB23,11277,51715,BIOGRID
1141,TREX1,PNKD,ATRIP,25953,84126,BIOGRID
1142,TREX1,FZD10,ATRIP,11211,84126,BIOGRID
1143,TREX1,ST6GAL1,ATRIP,6480,84126,BIOGRID
1144,TREX1,CD70,ATRIP,970,84126,BIOGRID
1145,TREX1,ATRIP,ATR,84126,545,BIOGRID
1146,TREX1,KIR3DL2,ATRIP,3812,84126,BIOGRID
1147,TREX1,ATRIP,MUL1,84126,79594,BIOGRID
1148,TREX1,TREX1,ACTA2,11277,59,BIOGRID
1149,TREX1,ATRIP,PEX14,84126,5195,BIOGRID
1150,TREX1,ATRIP,FANCL,84126,55120,BIOGRID
1151,TREX1,ATRIP,C17orf70,84126,80233,BIOGRID
1152,TREX1,ATRIP,FANCL,84126,55120,BIOGRID
1153,TREX1,FANCL,ATRIP,55120,84126,BIOGRID
1154,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1155,TREX1,RPA2,ATRIP,6118,84126,BIOGRID
1156,TREX1,RPA3,ATRIP,6119,84126,BIOGRID
1157,TREX1,ATRIP,RPA1,84126,6117,BIOGRID
1158,TREX1,ATRIP,TELO2,84126,9894,BIOGRID
